source,hour_index,time,k,requested_fraction,recent_resources,min_recent_resources_selected,max_recent_resources_selected
hourly,104,2026-06-20 08:00:00+00:00,9,0.25,34,9,9
hourly,104,2026-06-20 08:00:00+00:00,17,0.5,34,16,16
hourly,104,2026-06-20 08:00:00+00:00,34,1.0,34,26,28
hourly,105,2026-06-20 09:00:00+00:00,3,0.1,27,2,2
hourly,105,2026-06-20 09:00:00+00:00,7,0.25,27,5,6
hourly,105,2026-06-20 09:00:00+00:00,14,0.5,27,9,10
hourly,105,2026-06-20 09:00:00+00:00,27,1.0,27,16,20
hourly,106,2026-06-20 10:00:00+00:00,3,0.1,25,0,0
hourly,106,2026-06-20 10:00:00+00:00,7,0.25,25,3,4
hourly,106,2026-06-20 10:00:00+00:00,13,0.5,25,6,7
hourly,106,2026-06-20 10:00:00+00:00,25,1.0,25,12,13
hourly,107,2026-06-20 11:00:00+00:00,4,0.1,31,1,1
hourly,107,2026-06-20 11:00:00+00:00,8,0.25,31,4,5
hourly,107,2026-06-20 11:00:00+00:00,16,0.5,31,8,9
hourly,107,2026-06-20 11:00:00+00:00,31,1.0,31,13,18
hourly,108,2026-06-20 12:00:00+00:00,4,0.1,31,1,1
hourly,108,2026-06-20 12:00:00+00:00,8,0.25,31,3,4
hourly,108,2026-06-20 12:00:00+00:00,16,0.5,31,6,7
hourly,108,2026-06-20 12:00:00+00:00,31,1.0,31,10,14
hourly,109,2026-06-20 13:00:00+00:00,3,0.1,21,0,0
hourly,109,2026-06-20 13:00:00+00:00,6,0.25,21,1,1
hourly,109,2026-06-20 13:00:00+00:00,11,0.5,21,2,2
hourly,109,2026-06-20 13:00:00+00:00,21,1.0,21,3,6
hourly,110,2026-06-20 14:00:00+00:00,3,0.1,23,0,0
hourly,110,2026-06-20 14:00:00+00:00,6,0.25,23,1,1
hourly,110,2026-06-20 14:00:00+00:00,12,0.5,23,2,2
hourly,110,2026-06-20 14:00:00+00:00,23,1.0,23,5,6
hourly,111,2026-06-20 15:00:00+00:00,3,0.1,23,0,0
hourly,111,2026-06-20 15:00:00+00:00,6,0.25,23,1,1
hourly,111,2026-06-20 15:00:00+00:00,12,0.5,23,2,2
hourly,111,2026-06-20 15:00:00+00:00,23,1.0,23,5,5
hourly,112,2026-06-20 16:00:00+00:00,2,0.1,18,0,0
hourly,112,2026-06-20 16:00:00+00:00,5,0.25,18,1,1
hourly,112,2026-06-20 16:00:00+00:00,9,0.5,18,2,2
hourly,112,2026-06-20 16:00:00+00:00,18,1.0,18,4,5
hourly,113,2026-06-20 17:00:00+00:00,2,0.1,12,0,0
hourly,113,2026-06-20 17:00:00+00:00,3,0.25,12,0,0
hourly,113,2026-06-20 17:00:00+00:00,6,0.5,12,0,0
hourly,113,2026-06-20 17:00:00+00:00,12,1.0,12,1,1
hourly,114,2026-06-20 18:00:00+00:00,1,0.1,10,0,0
hourly,114,2026-06-20 18:00:00+00:00,3,0.25,10,0,0
hourly,114,2026-06-20 18:00:00+00:00,5,0.5,10,0,0
hourly,114,2026-06-20 18:00:00+00:00,10,1.0,10,1,2
hourly,115,2026-06-20 19:00:00+00:00,1,0.1,8,0,0
hourly,115,2026-06-20 19:00:00+00:00,2,0.25,8,0,0
hourly,115,2026-06-20 19:00:00+00:00,4,0.5,8,0,0
hourly,115,2026-06-20 19:00:00+00:00,8,1.0,8,2,2
hourly,116,2026-06-20 20:00:00+00:00,1,0.1,6,0,0
hourly,116,2026-06-20 20:00:00+00:00,2,0.25,6,0,0
hourly,116,2026-06-20 20:00:00+00:00,3,0.5,6,0,0
hourly,116,2026-06-20 20:00:00+00:00,6,1.0,6,0,0
hourly,117,2026-06-20 21:00:00+00:00,1,0.1,5,0,0
hourly,117,2026-06-20 21:00:00+00:00,2,0.25,5,0,0
hourly,117,2026-06-20 21:00:00+00:00,3,0.5,5,0,0
hourly,117,2026-06-20 21:00:00+00:00,5,1.0,5,0,0
hourly,118,2026-06-20 22:00:00+00:00,1,0.1,8,0,0
hourly,118,2026-06-20 22:00:00+00:00,2,0.25,8,0,0
hourly,118,2026-06-20 22:00:00+00:00,4,0.5,8,0,0
hourly,118,2026-06-20 22:00:00+00:00,8,1.0,8,2,2
hourly,119,2026-06-20 23:00:00+00:00,1,0.1,8,0,0
hourly,119,2026-06-20 23:00:00+00:00,2,0.25,8,0,0
hourly,119,2026-06-20 23:00:00+00:00,4,0.5,8,0,0
hourly,119,2026-06-20 23:00:00+00:00,8,1.0,8,2,2
hourly,120,2026-06-21 00:00:00+00:00,1,0.1,6,0,0
hourly,120,2026-06-21 00:00:00+00:00,2,0.25,6,0,0
hourly,120,2026-06-21 00:00:00+00:00,3,0.5,6,0,0
hourly,120,2026-06-21 00:00:00+00:00,6,1.0,6,0,1
hourly,121,2026-06-21 01:00:00+00:00,1,0.1,5,0,0
hourly,121,2026-06-21 01:00:00+00:00,2,0.25,5,0,0
hourly,121,2026-06-21 01:00:00+00:00,3,0.5,5,0,0
hourly,121,2026-06-21 01:00:00+00:00,5,1.0,5,0,0
hourly,122,2026-06-21 02:00:00+00:00,1,0.1,6,0,0
hourly,122,2026-06-21 02:00:00+00:00,2,0.25,6,0,0
hourly,122,2026-06-21 02:00:00+00:00,3,0.5,6,0,0
hourly,122,2026-06-21 02:00:00+00:00,6,1.0,6,1,2
hourly,123,2026-06-21 03:00:00+00:00,1,0.1,7,0,0
hourly,123,2026-06-21 03:00:00+00:00,2,0.25,7,0,0
hourly,123,2026-06-21 03:00:00+00:00,4,0.5,7,0,1
hourly,123,2026-06-21 03:00:00+00:00,7,1.0,7,1,1
hourly,124,2026-06-21 04:00:00+00:00,1,0.1,9,1,1
hourly,124,2026-06-21 04:00:00+00:00,3,0.25,9,1,1
hourly,124,2026-06-21 04:00:00+00:00,5,0.5,9,1,2
hourly,124,2026-06-21 04:00:00+00:00,9,1.0,9,2,3
hourly,125,2026-06-21 05:00:00+00:00,1,0.1,9,1,1
hourly,125,2026-06-21 05:00:00+00:00,3,0.25,9,1,2
hourly,125,2026-06-21 05:00:00+00:00,5,0.5,9,2,2
hourly,125,2026-06-21 05:00:00+00:00,9,1.0,9,2,3
hourly,126,2026-06-21 06:00:00+00:00,1,0.1,8,1,1
hourly,126,2026-06-21 06:00:00+00:00,2,0.25,8,1,1
hourly,126,2026-06-21 06:00:00+00:00,4,0.5,8,1,1
hourly,126,2026-06-21 06:00:00+00:00,8,1.0,8,2,3
hourly,127,2026-06-21 07:00:00+00:00,2,0.1,12,1,2
hourly,127,2026-06-21 07:00:00+00:00,3,0.25,12,1,2
hourly,127,2026-06-21 07:00:00+00:00,6,0.5,12,3,3
hourly,127,2026-06-21 07:00:00+00:00,12,1.0,12,3,4
hourly,128,2026-06-21 08:00:00+00:00,2,0.1,13,2,2
hourly,128,2026-06-21 08:00:00+00:00,4,0.25,13,2,4
hourly,128,2026-06-21 08:00:00+00:00,7,0.5,13,4,4
hourly,128,2026-06-21 08:00:00+00:00,13,1.0,13,4,5
hourly,129,2026-06-21 09:00:00+00:00,3,0.1,21,3,3
hourly,129,2026-06-21 09:00:00+00:00,6,0.25,21,4,6
hourly,129,2026-06-21 09:00:00+00:00,11,0.5,21,6,8
hourly,129,2026-06-21 09:00:00+00:00,21,1.0,21,9,12
hourly,130,2026-06-21 10:00:00+00:00,3,0.1,22,3,3
hourly,130,2026-06-21 10:00:00+00:00,6,0.25,22,6,6
hourly,130,2026-06-21 10:00:00+00:00,11,0.5,22,8,8
hourly,130,2026-06-21 10:00:00+00:00,22,1.0,22,12,15
hourly,131,2026-06-21 11:00:00+00:00,3,0.1,26,3,3
hourly,131,2026-06-21 11:00:00+00:00,7,0.25,26,6,6
hourly,131,2026-06-21 11:00:00+00:00,13,0.5,26,11,11
hourly,131,2026-06-21 11:00:00+00:00,26,1.0,26,16,18
hourly,132,2026-06-21 12:00:00+00:00,3,0.1,27,3,3
hourly,132,2026-06-21 12:00:00+00:00,7,0.25,27,5,6
hourly,132,2026-06-21 12:00:00+00:00,14,0.5,27,10,10
hourly,132,2026-06-21 12:00:00+00:00,27,1.0,27,15,21
hourly,133,2026-06-21 13:00:00+00:00,3,0.1,24,1,2
hourly,133,2026-06-21 13:00:00+00:00,6,0.25,24,3,4
hourly,133,2026-06-21 13:00:00+00:00,12,0.5,24,8,8
hourly,133,2026-06-21 13:00:00+00:00,24,1.0,24,13,17
hourly,134,2026-06-21 14:00:00+00:00,3,0.1,26,1,2
hourly,134,2026-06-21 14:00:00+00:00,7,0.25,26,4,5
hourly,134,2026-06-21 14:00:00+00:00,13,0.5,26,9,9
hourly,134,2026-06-21 14:00:00+00:00,26,1.0,26,16,19
hourly,135,2026-06-21 15:00:00+00:00,3,0.1,22,0,1
hourly,135,2026-06-21 15:00:00+00:00,6,0.25,22,3,3
hourly,135,2026-06-21 15:00:00+00:00,11,0.5,22,6,7
hourly,135,2026-06-21 15:00:00+00:00,22,1.0,22,14,14
hourly,136,2026-06-21 16:00:00+00:00,3,0.1,22,0,1
hourly,136,2026-06-21 16:00:00+00:00,6,0.25,22,3,3
hourly,136,2026-06-21 16:00:00+00:00,11,0.5,22,6,7
hourly,136,2026-06-21 16:00:00+00:00,22,1.0,22,12,13
hourly,137,2026-06-21 17:00:00+00:00,2,0.1,18,0,0
hourly,137,2026-06-21 17:00:00+00:00,5,0.25,18,2,2
hourly,137,2026-06-21 17:00:00+00:00,9,0.5,18,4,5
hourly,137,2026-06-21 17:00:00+00:00,18,1.0,18,9,10
hourly,138,2026-06-21 18:00:00+00:00,2,0.1,18,0,0
hourly,138,2026-06-21 18:00:00+00:00,5,0.25,18,2,2
hourly,138,2026-06-21 18:00:00+00:00,9,0.5,18,3,5
hourly,138,2026-06-21 18:00:00+00:00,18,1.0,18,8,8
hourly,139,2026-06-21 19:00:00+00:00,3,0.1,21,1,1
hourly,139,2026-06-21 19:00:00+00:00,6,0.25,21,3,3
hourly,139,2026-06-21 19:00:00+00:00,11,0.5,21,6,6
hourly,139,2026-06-21 19:00:00+00:00,21,1.0,21,10,11
hourly,140,2026-06-21 20:00:00+00:00,3,0.1,22,1,1
hourly,140,2026-06-21 20:00:00+00:00,6,0.25,22,2,2
hourly,140,2026-06-21 20:00:00+00:00,11,0.5,22,5,7
hourly,140,2026-06-21 20:00:00+00:00,22,1.0,22,9,11
hourly,141,2026-06-21 21:00:00+00:00,3,0.1,23,2,2
hourly,141,2026-06-21 21:00:00+00:00,6,0.25,23,2,3
hourly,141,2026-06-21 21:00:00+00:00,12,0.5,23,6,7
hourly,141,2026-06-21 21:00:00+00:00,23,1.0,23,10,11
hourly,142,2026-06-21 22:00:00+00:00,3,0.1,23,2,2
hourly,142,2026-06-21 22:00:00+00:00,6,0.25,23,3,4
hourly,142,2026-06-21 22:00:00+00:00,12,0.5,23,7,7
hourly,142,2026-06-21 22:00:00+00:00,23,1.0,23,11,12
hourly,143,2026-06-21 23:00:00+00:00,3,0.1,23,3,3
hourly,143,2026-06-21 23:00:00+00:00,6,0.25,23,4,5
hourly,143,2026-06-21 23:00:00+00:00,12,0.5,23,7,8
hourly,143,2026-06-21 23:00:00+00:00,23,1.0,23,11,12
hourly,144,2026-06-22 00:00:00+00:00,3,0.1,25,3,3
hourly,144,2026-06-22 00:00:00+00:00,7,0.25,25,5,6
hourly,144,2026-06-22 00:00:00+00:00,13,0.5,25,9,9
hourly,144,2026-06-22 00:00:00+00:00,25,1.0,25,12,14
hourly,145,2026-06-22 01:00:00+00:00,3,0.1,25,3,3
hourly,145,2026-06-22 01:00:00+00:00,7,0.25,25,6,6
hourly,145,2026-06-22 01:00:00+00:00,13,0.5,25,9,9
hourly,145,2026-06-22 01:00:00+00:00,25,1.0,25,12,13
hourly,146,2026-06-22 02:00:00+00:00,2,0.1,20,2,2
hourly,146,2026-06-22 02:00:00+00:00,5,0.25,20,3,4
hourly,146,2026-06-22 02:00:00+00:00,10,0.5,20,6,6
hourly,146,2026-06-22 02:00:00+00:00,20,1.0,20,8,8
hourly,147,2026-06-22 03:00:00+00:00,6,0.1,51,6,6
hourly,147,2026-06-22 03:00:00+00:00,13,0.25,51,9,9
hourly,147,2026-06-22 03:00:00+00:00,26,0.5,51,13,15
hourly,147,2026-06-22 03:00:00+00:00,51,1.0,51,27,27
hourly,148,2026-06-22 04:00:00+00:00,6,0.1,56,5,5
hourly,148,2026-06-22 04:00:00+00:00,14,0.25,56,7,8
hourly,148,2026-06-22 04:00:00+00:00,28,0.5,56,12,16
hourly,148,2026-06-22 04:00:00+00:00,56,1.0,56,28,32
hourly,149,2026-06-22 05:00:00+00:00,6,0.1,55,4,5
hourly,149,2026-06-22 05:00:00+00:00,14,0.25,55,6,7
hourly,149,2026-06-22 05:00:00+00:00,28,0.5,55,11,15
hourly,149,2026-06-22 05:00:00+00:00,55,1.0,55,27,30
hourly,150,2026-06-22 06:00:00+00:00,5,0.1,50,4,4
hourly,150,2026-06-22 06:00:00+00:00,13,0.25,50,5,5
hourly,150,2026-06-22 06:00:00+00:00,25,0.5,50,10,11
hourly,150,2026-06-22 06:00:00+00:00,50,1.0,50,24,25
hourly,151,2026-06-22 07:00:00+00:00,5,0.1,44,3,4
hourly,151,2026-06-22 07:00:00+00:00,11,0.25,44,5,5
hourly,151,2026-06-22 07:00:00+00:00,22,0.5,44,8,10
hourly,151,2026-06-22 07:00:00+00:00,44,1.0,44,17,23
hourly,152,2026-06-22 08:00:00+00:00,5,0.1,44,4,4
hourly,152,2026-06-22 08:00:00+00:00,11,0.25,44,5,5
hourly,152,2026-06-22 08:00:00+00:00,22,0.5,44,9,10
hourly,152,2026-06-22 08:00:00+00:00,44,1.0,44,18,23
hourly,153,2026-06-22 09:00:00+00:00,4,0.1,35,4,4
hourly,153,2026-06-22 09:00:00+00:00,9,0.25,35,6,6
hourly,153,2026-06-22 09:00:00+00:00,18,0.5,35,9,9
hourly,153,2026-06-22 09:00:00+00:00,35,1.0,35,9,10
hourly,154,2026-06-22 10:00:00+00:00,4,0.1,32,4,4
hourly,154,2026-06-22 10:00:00+00:00,8,0.25,32,6,6
hourly,154,2026-06-22 10:00:00+00:00,16,0.5,32,8,8
hourly,154,2026-06-22 10:00:00+00:00,32,1.0,32,8,10
hourly,155,2026-06-22 11:00:00+00:00,4,0.1,32,4,4
hourly,155,2026-06-22 11:00:00+00:00,8,0.25,32,6,6
hourly,155,2026-06-22 11:00:00+00:00,16,0.5,32,7,8
hourly,155,2026-06-22 11:00:00+00:00,32,1.0,32,8,10
hourly,156,2026-06-22 12:00:00+00:00,4,0.1,32,4,4
hourly,156,2026-06-22 12:00:00+00:00,8,0.25,32,6,6
hourly,156,2026-06-22 12:00:00+00:00,16,0.5,32,7,8
hourly,156,2026-06-22 12:00:00+00:00,32,1.0,32,9,10
hourly,157,2026-06-22 13:00:00+00:00,4,0.1,32,4,4
hourly,157,2026-06-22 13:00:00+00:00,8,0.25,32,6,6
hourly,157,2026-06-22 13:00:00+00:00,16,0.5,32,7,8
hourly,157,2026-06-22 13:00:00+00:00,32,1.0,32,10,10
hourly,158,2026-06-22 14:00:00+00:00,4,0.1,32,4,4
hourly,158,2026-06-22 14:00:00+00:00,8,0.25,32,6,6
hourly,158,2026-06-22 14:00:00+00:00,16,0.5,32,7,8
hourly,158,2026-06-22 14:00:00+00:00,32,1.0,32,10,11
frozen,0,2026-06-19 14:05:02+00:00,2,0.1,18,0,0
frozen,0,2026-06-19 14:05:02+00:00,5,0.25,18,0,0
frozen,0,2026-06-19 14:05:02+00:00,9,0.5,18,0,0
frozen,0,2026-06-19 14:05:02+00:00,18,1.0,18,0,0
