hour_index,time,horizon_hours,resources,labels,largest_resource_degree,requested_fraction,k,fraction_removed,R0,R_degree,D_degree,Q_degree,R_random_p05,R_random_median,R_random_p95,Q_random_median,G,R_tie_p05,R_tie_median,R_tie_p95,random_fraction_at_least_as_disruptive
12,2026-06-16 12:00:00+00:00,24,43,61,12,0.1,5,0.11627906976744186,0.6557377049180327,0.47540983606557374,0.180327868852459,0.725,0.47540983606557374,0.639344262295082,0.6557377049180327,0.9750000000000001,0.16393442622950827,0.47540983606557374,0.47540983606557374,0.47540983606557374,0.052
12,2026-06-16 12:00:00+00:00,24,43,61,12,0.25,11,0.2558139534883721,0.6557377049180327,0.36065573770491804,0.2950819672131147,0.55,0.4426229508196721,0.6065573770491803,0.6557377049180327,0.925,0.2459016393442623,0.36065573770491804,0.4098360655737705,0.45901639344262296,0.002
12,2026-06-16 12:00:00+00:00,24,43,61,12,0.5,22,0.5116279069767442,0.6557377049180327,0.09836065573770492,0.5573770491803278,0.15000000000000002,0.29508196721311475,0.4426229508196721,0.6065573770491803,0.675,0.3442622950819672,0.09836065573770492,0.09836065573770492,0.09836065573770492,0.0
13,2026-06-16 13:00:00+00:00,6,49,67,12,0.1,5,0.10204081632653061,0.6417910447761194,0.4626865671641791,0.17910447761194026,0.7209302325581396,0.47761194029850745,0.6268656716417911,0.6417910447761194,0.9767441860465117,0.16417910447761197,0.4626865671641791,0.4626865671641791,0.4626865671641791,0.022
13,2026-06-16 13:00:00+00:00,6,49,67,12,0.25,13,0.2653061224489796,0.6417910447761194,0.31343283582089554,0.32835820895522383,0.48837209302325585,0.43208955223880596,0.5970149253731343,0.6417910447761194,0.9302325581395349,0.28358208955223874,0.23880597014925373,0.2835820895522388,0.3582089552238806,0.0
13,2026-06-16 13:00:00+00:00,6,49,67,12,0.5,25,0.5102040816326531,0.6417910447761194,0.1044776119402985,0.5373134328358209,0.16279069767441862,0.29850746268656714,0.43283582089552236,0.5828358208955218,0.6744186046511628,0.32835820895522383,0.08955223880597014,0.1044776119402985,0.11940298507462686,0.0
13,2026-06-16 13:00:00+00:00,24,49,67,12,0.1,5,0.10204081632653061,0.6417910447761194,0.4626865671641791,0.17910447761194026,0.7209302325581396,0.4925373134328358,0.6268656716417911,0.6417910447761194,0.9767441860465117,0.16417910447761197,0.4626865671641791,0.4626865671641791,0.4626865671641791,0.012
13,2026-06-16 13:00:00+00:00,24,49,67,12,0.25,13,0.2653061224489796,0.6417910447761194,0.31343283582089554,0.32835820895522383,0.48837209302325585,0.43283582089552236,0.5970149253731343,0.6417910447761194,0.9302325581395349,0.28358208955223874,0.23880597014925373,0.2835820895522388,0.3582089552238806,0.0
13,2026-06-16 13:00:00+00:00,24,49,67,12,0.5,25,0.5102040816326531,0.6417910447761194,0.1044776119402985,0.5373134328358209,0.16279069767441862,0.2537313432835821,0.43283582089552236,0.582089552238806,0.6744186046511628,0.32835820895522383,0.08955223880597014,0.11940298507462686,0.11940298507462686,0.0
14,2026-06-16 14:00:00+00:00,6,41,58,12,0.1,5,0.12195121951219512,0.8448275862068966,0.6379310344827587,0.2068965517241379,0.7551020408163266,0.6206896551724138,0.8275862068965517,0.8448275862068966,0.9795918367346939,0.18965517241379304,0.6379310344827587,0.6379310344827587,0.6379310344827587,0.122
14,2026-06-16 14:00:00+00:00,6,41,58,12,0.25,11,0.2682926829268293,0.8448275862068966,0.1724137931034483,0.6724137931034483,0.20408163265306123,0.43103448275862066,0.6551724137931034,0.8275862068965517,0.7755102040816326,0.48275862068965514,0.1724137931034483,0.20689655172413793,0.22413793103448276,0.0
14,2026-06-16 14:00:00+00:00,6,41,58,12,0.5,21,0.5121951219512195,0.8448275862068966,0.13793103448275862,0.7068965517241379,0.16326530612244897,0.22413793103448276,0.46551724137931033,0.6732758620689647,0.5510204081632653,0.3275862068965517,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.0
14,2026-06-16 14:00:00+00:00,24,49,68,12,0.1,5,0.10204081632653061,0.8088235294117647,0.6470588235294118,0.16176470588235292,0.8,0.6176470588235294,0.7941176470588235,0.8088235294117647,0.9818181818181817,0.1470588235294117,0.45588235294117646,0.47058823529411764,0.6470588235294118,0.15
14,2026-06-16 14:00:00+00:00,24,49,68,12,0.25,13,0.2653061224489796,0.8088235294117647,0.23529411764705882,0.5735294117647058,0.2909090909090909,0.45588235294117646,0.6470588235294118,0.7794117647058824,0.8,0.411764705882353,0.23529411764705882,0.25,0.35294117647058826,0.0
14,2026-06-16 14:00:00+00:00,24,49,68,12,0.5,25,0.5102040816326531,0.8088235294117647,0.11764705882352941,0.6911764705882353,0.14545454545454545,0.3235294117647059,0.5,0.6911764705882353,0.6181818181818182,0.38235294117647056,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.0
15,2026-06-16 15:00:00+00:00,6,34,49,12,0.1,4,0.11764705882352941,0.9387755102040817,0.7142857142857143,0.22448979591836737,0.7608695652173912,0.6326530612244898,0.8979591836734694,0.9387755102040817,0.9565217391304347,0.18367346938775508,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.166
15,2026-06-16 15:00:00+00:00,6,34,49,12,0.25,9,0.2647058823529412,0.9387755102040817,0.24489795918367346,0.6938775510204083,0.2608695652173913,0.46938775510204084,0.7346938775510204,0.9183673469387755,0.782608695652174,0.489795918367347,0.24489795918367346,0.24489795918367346,0.24489795918367346,0.0
15,2026-06-16 15:00:00+00:00,6,34,49,12,0.5,17,0.5,0.9387755102040817,0.16326530612244897,0.7755102040816327,0.17391304347826084,0.28469387755102044,0.5102040816326531,0.7755102040816326,0.5434782608695652,0.34693877551020413,0.16326530612244897,0.16326530612244897,0.16326530612244897,0.0
15,2026-06-16 15:00:00+00:00,24,50,68,12,0.1,5,0.1,0.8088235294117647,0.6470588235294118,0.16176470588235292,0.8,0.6316176470588235,0.7941176470588235,0.8088235294117647,0.9818181818181817,0.1470588235294117,0.47058823529411764,0.4852941176470588,0.6470588235294118,0.134
15,2026-06-16 15:00:00+00:00,24,50,68,12,0.25,13,0.26,0.8088235294117647,0.23529411764705882,0.5735294117647058,0.2909090909090909,0.47058823529411764,0.6617647058823529,0.7941176470588235,0.8181818181818181,0.4264705882352941,0.23529411764705882,0.25,0.36764705882352944,0.0
15,2026-06-16 15:00:00+00:00,24,50,68,12,0.5,25,0.5,0.8088235294117647,0.11764705882352941,0.6911764705882353,0.14545454545454545,0.3235294117647059,0.5,0.6764705882352942,0.6181818181818182,0.38235294117647056,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.0
16,2026-06-16 16:00:00+00:00,6,24,34,8,0.1,3,0.125,0.38235294117647056,0.38235294117647056,0.0,1.0,0.35294117647058826,0.38235294117647056,0.38235294117647056,1.0,0.0,0.38235294117647056,0.38235294117647056,0.38235294117647056,1.0
16,2026-06-16 16:00:00+00:00,6,24,34,8,0.25,6,0.25,0.38235294117647056,0.35294117647058826,0.029411764705882304,0.9230769230769232,0.2647058823529412,0.38235294117647056,0.38235294117647056,1.0,0.029411764705882304,0.35294117647058826,0.38235294117647056,0.38235294117647056,0.286
16,2026-06-16 16:00:00+00:00,6,24,34,8,0.5,12,0.5,0.38235294117647056,0.3235294117647059,0.05882352941176466,0.8461538461538463,0.20588235294117646,0.3235294117647059,0.38235294117647056,0.8461538461538463,0.0,0.23529411764705882,0.3235294117647059,0.35294117647058826,0.516
16,2026-06-16 16:00:00+00:00,24,50,68,12,0.1,5,0.1,0.8088235294117647,0.6470588235294118,0.16176470588235292,0.8,0.6316176470588235,0.7941176470588235,0.8088235294117647,0.9818181818181817,0.1470588235294117,0.47058823529411764,0.4852941176470588,0.6470588235294118,0.16
16,2026-06-16 16:00:00+00:00,24,50,68,12,0.25,13,0.26,0.8088235294117647,0.23529411764705882,0.5735294117647058,0.2909090909090909,0.47058823529411764,0.6470588235294118,0.7794117647058824,0.8,0.411764705882353,0.23529411764705882,0.25,0.36764705882352944,0.0
16,2026-06-16 16:00:00+00:00,24,50,68,12,0.5,25,0.5,0.8088235294117647,0.11764705882352941,0.6911764705882353,0.14545454545454545,0.3088235294117647,0.5147058823529411,0.6911764705882353,0.6363636363636362,0.3970588235294117,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.0
17,2026-06-16 17:00:00+00:00,6,15,23,7,0.1,2,0.13333333333333333,0.5652173913043478,0.5652173913043478,0.0,1.0,0.391304347826087,0.5217391304347826,0.5652173913043478,0.9230769230769231,-0.04347826086956519,0.5652173913043478,0.5652173913043478,0.5652173913043478,1.0
17,2026-06-16 17:00:00+00:00,6,15,23,7,0.25,4,0.26666666666666666,0.5652173913043478,0.4782608695652174,0.08695652173913038,0.8461538461538463,0.34782608695652173,0.4782608695652174,0.5652173913043478,0.8461538461538463,0.0,0.4782608695652174,0.5217391304347826,0.5217391304347826,0.61
17,2026-06-16 17:00:00+00:00,6,15,23,7,0.5,8,0.5333333333333333,0.5652173913043478,0.21739130434782608,0.34782608695652173,0.38461538461538464,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.6153846153846154,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2630434782608676,0.052
17,2026-06-16 17:00:00+00:00,24,50,68,12,0.1,5,0.1,0.8088235294117647,0.6470588235294118,0.16176470588235292,0.8,0.6176470588235294,0.7941176470588235,0.8088235294117647,0.9818181818181817,0.1470588235294117,0.47058823529411764,0.4852941176470588,0.6470588235294118,0.158
17,2026-06-16 17:00:00+00:00,24,50,68,12,0.25,13,0.26,0.8088235294117647,0.23529411764705882,0.5735294117647058,0.2909090909090909,0.45588235294117646,0.7205882352941176,0.7941176470588235,0.8909090909090909,0.4852941176470588,0.23529411764705882,0.25,0.36764705882352944,0.0
17,2026-06-16 17:00:00+00:00,24,50,68,12,0.5,25,0.5,0.8088235294117647,0.11764705882352941,0.6911764705882353,0.14545454545454545,0.3227941176470589,0.5147058823529411,0.7058823529411765,0.6363636363636362,0.3970588235294117,0.08823529411764706,0.11764705882352941,0.11764705882352941,0.0
18,2026-06-16 18:00:00+00:00,6,10,12,4,0.1,1,0.1,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
18,2026-06-16 18:00:00+00:00,6,10,12,4,0.25,3,0.3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6666666666666666,0.75,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.318
18,2026-06-16 18:00:00+00:00,6,10,12,4,0.5,5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.5833333333333334,0.5,0.0,0.16666666666666666,0.25,0.3333333333333333,0.674
18,2026-06-16 18:00:00+00:00,24,51,70,12,0.1,6,0.11764705882352941,0.7857142857142857,0.45714285714285713,0.32857142857142857,0.5818181818181818,0.6,0.7571428571428571,0.7857142857142857,0.9636363636363636,0.3,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.006
18,2026-06-16 18:00:00+00:00,24,51,70,12,0.25,13,0.2549019607843137,0.7857142857142857,0.22857142857142856,0.5571428571428572,0.2909090909090909,0.4714285714285714,0.6571428571428571,0.7714285714285715,0.8363636363636364,0.4285714285714286,0.22857142857142856,0.24285714285714285,0.35714285714285715,0.0
18,2026-06-16 18:00:00+00:00,24,51,70,12,0.5,26,0.5098039215686274,0.7857142857142857,0.1,0.6857142857142857,0.1272727272727273,0.3,0.4857142857142857,0.6714285714285714,0.6181818181818182,0.3857142857142857,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.0
19,2026-06-16 19:00:00+00:00,6,25,75,8,0.1,3,0.12,0.28,0.18666666666666668,0.09333333333333335,0.6666666666666666,0.13333333333333333,0.25333333333333335,0.28,0.9047619047619048,0.06666666666666668,0.18666666666666668,0.18666666666666668,0.18666666666666668,0.25
19,2026-06-16 19:00:00+00:00,6,25,75,8,0.25,7,0.28,0.28,0.12,0.16000000000000003,0.4285714285714285,0.10666666666666667,0.17333333333333334,0.28,0.619047619047619,0.053333333333333344,0.12,0.12,0.12,0.264
19,2026-06-16 19:00:00+00:00,6,25,75,8,0.5,13,0.52,0.28,0.06666666666666667,0.21333333333333337,0.23809523809523808,0.09333333333333334,0.10666666666666667,0.2,0.38095238095238093,0.04000000000000001,0.04,0.06666666666666667,0.06666666666666667,0.014
19,2026-06-16 19:00:00+00:00,24,71,141,20,0.1,8,0.11267605633802817,0.8156028368794326,0.3900709219858156,0.42553191489361697,0.4782608695652174,0.6521276595744682,0.7588652482269503,0.8085106382978723,0.9304347826086957,0.36879432624113473,0.3617021276595745,0.3617021276595745,0.3900709219858156,0.0
19,2026-06-16 19:00:00+00:00,24,71,141,20,0.25,18,0.2535211267605634,0.8156028368794326,0.3049645390070922,0.5106382978723404,0.3739130434782609,0.49645390070921985,0.6666666666666666,0.7801418439716312,0.817391304347826,0.36170212765957444,0.3049645390070922,0.3049645390070922,0.3049645390070922,0.0
19,2026-06-16 19:00:00+00:00,24,71,141,20,0.5,36,0.5070422535211268,0.8156028368794326,0.07801418439716312,0.7375886524822695,0.09565217391304348,0.2624113475177305,0.4397163120567376,0.6170212765957447,0.5391304347826088,0.3617021276595745,0.0425531914893617,0.07092198581560284,0.07801418439716312,0.0
20,2026-06-16 20:00:00+00:00,6,86,323,37,0.1,9,0.10465116279069768,0.9318885448916409,0.5975232198142415,0.33436532507739936,0.6411960132890365,0.804953560371517,0.8699690402476781,0.913312693498452,0.9335548172757476,0.27244582043343657,0.5975232198142415,0.5975232198142415,0.5975232198142415,0.0
20,2026-06-16 20:00:00+00:00,6,86,323,37,0.25,22,0.2558139534883721,0.9318885448916409,0.24458204334365324,0.6873065015479876,0.26245847176079734,0.6687306501547987,0.7647058823529411,0.8390092879256966,0.8205980066445182,0.5201238390092879,0.24458204334365324,0.24458204334365324,0.24458204334365324,0.0
20,2026-06-16 20:00:00+00:00,6,86,323,37,0.5,43,0.5,0.9318885448916409,0.03715170278637771,0.8947368421052632,0.03986710963455149,0.4148606811145511,0.5572755417956656,0.6780185758513931,0.5980066445182725,0.5201238390092879,0.03715170278637771,0.04643962848297214,0.04643962848297214,0.0
20,2026-06-16 20:00:00+00:00,24,122,387,49,0.1,13,0.10655737704918032,0.937984496124031,0.5529715762273901,0.3850129198966409,0.5895316804407713,0.8189922480620155,0.8811369509043928,0.917312661498708,0.9393939393939394,0.3281653746770027,0.5529715762273901,0.5529715762273901,0.5529715762273901,0.0
20,2026-06-16 20:00:00+00:00,24,122,387,49,0.25,31,0.2540983606557377,0.937984496124031,0.20671834625322996,0.7312661498708011,0.22038567493112945,0.6872093023255814,0.7829457364341085,0.8502583979328164,0.8347107438016529,0.5762273901808785,0.20671834625322996,0.2222222222222222,0.2454780361757106,0.0
20,2026-06-16 20:00:00+00:00,24,122,387,49,0.5,61,0.5,0.937984496124031,0.056847545219638244,0.8811369509043928,0.06060606060606061,0.4418604651162791,0.5813953488372093,0.7054263565891473,0.6198347107438017,0.5245478036175711,0.05400516795865634,0.07493540051679587,0.09819121447028424,0.0
21,2026-06-16 21:00:00+00:00,6,126,428,47,0.1,13,0.10317460317460317,0.9462616822429907,0.5957943925233645,0.35046728971962615,0.6296296296296297,0.8317757009345794,0.883177570093458,0.9182242990654206,0.9333333333333333,0.28738317757009346,0.5957943925233645,0.5957943925233645,0.5957943925233645,0.0
21,2026-06-16 21:00:00+00:00,6,126,428,47,0.25,32,0.25396825396825395,0.9462616822429907,0.21495327102803738,0.7313084112149533,0.2271604938271605,0.6962616822429907,0.780373831775701,0.8504672897196262,0.8246913580246914,0.5654205607476636,0.205607476635514,0.21495327102803738,0.22429906542056074,0.0
21,2026-06-16 21:00:00+00:00,6,126,428,47,0.5,63,0.5,0.9462616822429907,0.0397196261682243,0.9065420560747663,0.0419753086419753,0.46261682242990654,0.5771028037383178,0.6778037383177569,0.6098765432098766,0.5373831775700935,0.030373831775700934,0.04672897196261682,0.05841121495327103,0.0
21,2026-06-16 21:00:00+00:00,24,160,489,49,0.1,16,0.1,0.9488752556237219,0.5807770961145194,0.36809815950920244,0.6120689655172414,0.8384458077709611,0.8936605316973415,0.9222903885480572,0.9418103448275862,0.31288343558282206,0.5807770961145194,0.5807770961145194,0.5807770961145194,0.0
21,2026-06-16 21:00:00+00:00,24,160,489,49,0.25,40,0.25,0.9488752556237219,0.2392638036809816,0.7096114519427403,0.2521551724137931,0.7114519427402863,0.794478527607362,0.8528629856850715,0.8372844827586208,0.5552147239263805,0.2392638036809816,0.2392638036809816,0.2392638036809816,0.0
21,2026-06-16 21:00:00+00:00,24,160,489,49,0.5,80,0.5,0.9488752556237219,0.03067484662576687,0.918200408997955,0.032327586206896554,0.47842535787321067,0.5930470347648262,0.6932515337423313,0.6250000000000001,0.5623721881390593,0.03067484662576687,0.04703476482617587,0.06952965235173825,0.0
22,2026-06-16 22:00:00+00:00,6,180,508,51,0.1,18,0.1,0.9704724409448819,0.639763779527559,0.3307086614173229,0.6592292089249492,0.8720472440944882,0.9133858267716536,0.9409448818897638,0.9411764705882353,0.27362204724409456,0.6299212598425197,0.6299212598425197,0.639763779527559,0.0
22,2026-06-16 22:00:00+00:00,6,180,508,51,0.25,45,0.25,0.9704724409448819,0.27165354330708663,0.6988188976377954,0.2799188640973631,0.7538385826771653,0.8149606299212598,0.8681102362204725,0.8397565922920892,0.5433070866141732,0.24606299212598426,0.2637795275590551,0.2933070866141732,0.0
22,2026-06-16 22:00:00+00:00,6,180,508,51,0.5,90,0.5,0.9704724409448819,0.06496062992125984,0.9055118110236221,0.06693711967545637,0.5236220472440944,0.6200787401574803,0.702755905511811,0.6389452332657201,0.5551181102362205,0.023622047244094488,0.04330708661417323,0.07480314960629922,0.0
22,2026-06-16 22:00:00+00:00,24,213,565,51,0.1,22,0.10328638497652583,0.9699115044247788,0.5681415929203539,0.40176991150442487,0.5857664233576642,0.8725663716814159,0.9141592920353983,0.9433628318584071,0.9425182481751825,0.3460176991150443,0.5681415929203539,0.5681415929203539,0.5681415929203539,0.0
22,2026-06-16 22:00:00+00:00,24,213,565,51,0.25,54,0.2535211267605634,0.9699115044247788,0.2814159292035398,0.6884955752212389,0.2901459854014598,0.7521238938053096,0.8212389380530973,0.8744247787610618,0.8467153284671532,0.5398230088495575,0.27256637168141595,0.2831858407079646,0.2867256637168142,0.0
22,2026-06-16 22:00:00+00:00,24,213,565,51,0.5,107,0.5023474178403756,0.9699115044247788,0.02654867256637168,0.9433628318584071,0.027372262773722626,0.5430973451327433,0.6265486725663717,0.7026548672566372,0.6459854014598541,0.6,0.023008849557522124,0.03893805309734513,0.06725663716814159,0.0
23,2026-06-16 23:00:00+00:00,6,205,538,54,0.1,21,0.1024390243902439,0.9721189591078067,0.6598513011152416,0.31226765799256506,0.6787762906309751,0.8809479553903345,0.9182156133828996,0.9442379182156134,0.9445506692160611,0.258364312267658,0.6579925650557621,0.6579925650557621,0.6598513011152416,0.0
23,2026-06-16 23:00:00+00:00,6,205,538,54,0.25,52,0.25365853658536586,0.9721189591078067,0.33643122676579923,0.6356877323420074,0.34608030592734224,0.7619888475836432,0.8215613382899628,0.8736988847583642,0.8451242829827916,0.4851301115241636,0.31970260223048325,0.3308550185873606,0.3420074349442379,0.0
23,2026-06-16 23:00:00+00:00,6,205,538,54,0.5,103,0.5024390243902439,0.9721189591078067,0.048327137546468404,0.9237918215613382,0.0497131931166348,0.5463754646840149,0.6319702602230484,0.7137546468401487,0.6500956022944552,0.5836431226765799,0.02973977695167286,0.055762081784386616,0.0763011152416356,0.0
23,2026-06-16 23:00:00+00:00,24,237,594,54,0.1,24,0.10126582278481013,0.9713804713804713,0.6195286195286195,0.35185185185185186,0.6377816291161178,0.877104377104377,0.9225589225589226,0.9478114478114478,0.9497400346620452,0.3030303030303031,0.6195286195286195,0.6195286195286195,0.6195286195286195,0.0
