source,hour_index,time,evaluation_hours,ranking_hours,older_candidates,recent_resources,recent_labels,requested_fraction,k,older_selected_recent,older_coverage,tie_min_selected_recent,tie_max_selected_recent,uniform_expected_coverage,uniform_zero_coverage_probability,coverage_minus_uniform_expectation,recent_component_before,recent_component_after,Q_recent,older_component_before,older_component_after,Q_older
hourly,8,2026-06-16 08:00:00+00:00,1,24,5,5,7,0.1,1,1,0.2,1,1,0.2,0.0,0.0,5,4,0.8,5,4,0.8
hourly,8,2026-06-16 08:00:00+00:00,1,24,5,5,7,0.25,2,2,0.4,2,2,0.4,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,1,24,5,5,7,0.5,3,3,0.6,3,3,0.6,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,1,24,5,5,7,1.0,5,5,1.0,5,5,1.0,0.0,0.0,5,1,0.2,5,1,0.2
hourly,8,2026-06-16 08:00:00+00:00,3,24,5,5,7,0.1,1,1,0.2,1,1,0.2,0.0,0.0,5,4,0.8,5,4,0.8
hourly,8,2026-06-16 08:00:00+00:00,3,24,5,5,7,0.25,2,2,0.4,2,2,0.4,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,3,24,5,5,7,0.5,3,3,0.6,3,3,0.6,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,3,24,5,5,7,1.0,5,5,1.0,5,5,1.0,0.0,0.0,5,1,0.2,5,1,0.2
hourly,8,2026-06-16 08:00:00+00:00,6,24,5,5,7,0.1,1,1,0.2,1,1,0.2,0.0,0.0,5,4,0.8,5,4,0.8
hourly,8,2026-06-16 08:00:00+00:00,6,24,5,5,7,0.25,2,2,0.4,2,2,0.4,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,6,24,5,5,7,0.5,3,3,0.6,3,3,0.6,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,6,24,5,5,7,1.0,5,5,1.0,5,5,1.0,0.0,0.0,5,1,0.2,5,1,0.2
hourly,8,2026-06-16 08:00:00+00:00,12,24,5,5,7,0.1,1,1,0.2,1,1,0.2,0.0,0.0,5,4,0.8,5,4,0.8
hourly,8,2026-06-16 08:00:00+00:00,12,24,5,5,7,0.25,2,2,0.4,2,2,0.4,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,12,24,5,5,7,0.5,3,3,0.6,3,3,0.6,0.0,0.0,5,3,0.6,5,3,0.6
hourly,8,2026-06-16 08:00:00+00:00,12,24,5,5,7,1.0,5,5,1.0,5,5,1.0,0.0,0.0,5,1,0.2,5,1,0.2
hourly,9,2026-06-16 09:00:00+00:00,1,24,10,4,8,0.1,1,1,0.25,1,1,0.1,0.6,0.15,2,2,1.0,10,10,1.0
hourly,9,2026-06-16 09:00:00+00:00,1,24,10,4,8,0.25,1,1,0.25,1,1,0.1,0.6,0.15,2,2,1.0,10,10,1.0
hourly,9,2026-06-16 09:00:00+00:00,1,24,10,4,8,0.5,2,2,0.5,2,2,0.2,0.3333333333333333,0.3,2,2,1.0,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,1,24,10,4,8,1.0,4,3,0.75,2,3,0.4,0.07142857142857142,0.35,2,2,1.0,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,3,24,10,10,18,0.1,1,1,0.1,1,1,0.1,0.0,0.0,10,10,1.0,10,10,1.0
hourly,9,2026-06-16 09:00:00+00:00,3,24,10,10,18,0.25,3,3,0.3,3,3,0.3,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,3,24,10,10,18,0.5,5,5,0.5,5,5,0.5,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,3,24,10,10,18,1.0,10,10,1.0,10,10,1.0,0.0,0.0,10,1,0.1,10,1,0.1
hourly,9,2026-06-16 09:00:00+00:00,6,24,10,10,18,0.1,1,1,0.1,1,1,0.1,0.0,0.0,10,10,1.0,10,10,1.0
hourly,9,2026-06-16 09:00:00+00:00,6,24,10,10,18,0.25,3,3,0.3,3,3,0.3,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,6,24,10,10,18,0.5,5,5,0.5,5,5,0.5,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,6,24,10,10,18,1.0,10,10,1.0,10,10,1.0,0.0,0.0,10,1,0.1,10,1,0.1
hourly,9,2026-06-16 09:00:00+00:00,12,24,10,10,18,0.1,1,1,0.1,1,1,0.1,0.0,0.0,10,10,1.0,10,10,1.0
hourly,9,2026-06-16 09:00:00+00:00,12,24,10,10,18,0.25,3,3,0.3,3,3,0.3,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,12,24,10,10,18,0.5,5,5,0.5,5,5,0.5,0.0,0.0,10,5,0.5,10,5,0.5
hourly,9,2026-06-16 09:00:00+00:00,12,24,10,10,18,1.0,10,10,1.0,10,10,1.0,0.0,0.0,10,1,0.1,10,1,0.1
hourly,10,2026-06-16 10:00:00+00:00,1,24,29,13,25,0.1,2,2,0.15384615384615385,2,2,0.06896551724137931,0.2955665024630542,0.08488063660477455,13,6,0.46153846153846156,31,24,0.7741935483870968
hourly,10,2026-06-16 10:00:00+00:00,1,24,29,13,25,0.25,4,3,0.23076923076923078,3,4,0.13793103448275862,0.07662835249042145,0.09283819628647216,13,6,0.46153846153846156,31,20,0.6451612903225806
hourly,10,2026-06-16 10:00:00+00:00,1,24,29,13,25,0.5,7,6,0.46153846153846156,5,6,0.2413793103448276,0.007329668499083792,0.22015915119363397,13,2,0.15384615384615385,31,15,0.4838709677419355
hourly,10,2026-06-16 10:00:00+00:00,1,24,29,13,25,1.0,13,7,0.5384615384615384,7,9,0.4482758620689655,8.251808048504128e-06,0.09018567639257291,13,2,0.15384615384615385,31,5,0.16129032258064516
hourly,10,2026-06-16 10:00:00+00:00,3,24,29,29,45,0.1,3,3,0.10344827586206896,3,3,0.10344827586206896,0.0,0.0,31,20,0.6451612903225806,31,20,0.6451612903225806
hourly,10,2026-06-16 10:00:00+00:00,3,24,29,29,45,0.25,8,8,0.27586206896551724,8,8,0.27586206896551724,0.0,0.0,31,10,0.3225806451612903,31,10,0.3225806451612903
hourly,10,2026-06-16 10:00:00+00:00,3,24,29,29,45,0.5,15,15,0.5172413793103449,15,15,0.5172413793103449,0.0,0.0,31,5,0.16129032258064516,31,5,0.16129032258064516
hourly,10,2026-06-16 10:00:00+00:00,3,24,29,29,45,1.0,29,29,1.0,29,29,1.0,0.0,0.0,31,1,0.03225806451612903,31,1,0.03225806451612903
hourly,10,2026-06-16 10:00:00+00:00,6,24,29,29,45,0.1,3,3,0.10344827586206896,3,3,0.10344827586206896,0.0,0.0,31,20,0.6451612903225806,31,20,0.6451612903225806
hourly,10,2026-06-16 10:00:00+00:00,6,24,29,29,45,0.25,8,8,0.27586206896551724,8,8,0.27586206896551724,0.0,0.0,31,10,0.3225806451612903,31,10,0.3225806451612903
hourly,10,2026-06-16 10:00:00+00:00,6,24,29,29,45,0.5,15,15,0.5172413793103449,15,15,0.5172413793103449,0.0,0.0,31,5,0.16129032258064516,31,5,0.16129032258064516
hourly,10,2026-06-16 10:00:00+00:00,6,24,29,29,45,1.0,29,29,1.0,29,29,1.0,0.0,0.0,31,1,0.03225806451612903,31,1,0.03225806451612903
hourly,10,2026-06-16 10:00:00+00:00,12,24,29,29,45,0.1,3,3,0.10344827586206896,3,3,0.10344827586206896,0.0,0.0,31,20,0.6451612903225806,31,20,0.6451612903225806
hourly,10,2026-06-16 10:00:00+00:00,12,24,29,29,45,0.25,8,8,0.27586206896551724,8,8,0.27586206896551724,0.0,0.0,31,10,0.3225806451612903,31,10,0.3225806451612903
hourly,10,2026-06-16 10:00:00+00:00,12,24,29,29,45,0.5,15,15,0.5172413793103449,15,15,0.5172413793103449,0.0,0.0,31,5,0.16129032258064516,31,5,0.16129032258064516
hourly,10,2026-06-16 10:00:00+00:00,12,24,29,29,45,1.0,29,29,1.0,29,29,1.0,0.0,0.0,31,1,0.03225806451612903,31,1,0.03225806451612903
hourly,11,2026-06-16 11:00:00+00:00,1,24,40,12,24,0.1,2,2,0.16666666666666666,2,2,0.05,0.4846153846153846,0.11666666666666665,13,7,0.5384615384615384,40,30,0.75
hourly,11,2026-06-16 11:00:00+00:00,1,24,40,12,24,0.25,3,3,0.25,2,3,0.075,0.33157894736842103,0.175,13,7,0.5384615384615384,40,29,0.725
hourly,11,2026-06-16 11:00:00+00:00,1,24,40,12,24,0.5,6,4,0.3333333333333333,4,5,0.15,0.09815078236130868,0.18333333333333332,13,6,0.46153846153846156,40,26,0.65
hourly,11,2026-06-16 11:00:00+00:00,1,24,40,12,24,1.0,12,7,0.5833333333333334,6,8,0.3,0.005445239455250579,0.2833333333333334,13,4,0.3076923076923077,40,21,0.525
hourly,11,2026-06-16 11:00:00+00:00,3,24,40,32,47,0.1,4,4,0.125,4,4,0.1,0.000765948134369187,0.024999999999999994,33,21,0.6363636363636364,40,29,0.725
hourly,11,2026-06-16 11:00:00+00:00,3,24,40,32,47,0.25,8,8,0.25,8,8,0.2,1.3003108978341176e-08,0.04999999999999999,33,7,0.21212121212121213,40,23,0.575
hourly,11,2026-06-16 11:00:00+00:00,3,24,40,32,47,0.5,16,15,0.46875,15,16,0.4,0.0,0.06874999999999998,33,5,0.15151515151515152,40,12,0.3
hourly,11,2026-06-16 11:00:00+00:00,3,24,40,32,47,1.0,32,24,0.75,24,31,0.8,0.0,-0.050000000000000044,33,4,0.12121212121212122,40,4,0.1
hourly,11,2026-06-16 11:00:00+00:00,6,24,40,40,58,0.1,4,4,0.1,4,4,0.1,0.0,0.0,40,29,0.725,40,29,0.725
hourly,11,2026-06-16 11:00:00+00:00,6,24,40,40,58,0.25,10,10,0.25,10,10,0.25,0.0,0.0,40,23,0.575,40,23,0.575
hourly,11,2026-06-16 11:00:00+00:00,6,24,40,40,58,0.5,20,20,0.5,20,20,0.5,0.0,0.0,40,6,0.15,40,6,0.15
hourly,11,2026-06-16 11:00:00+00:00,6,24,40,40,58,1.0,40,40,1.0,40,40,1.0,0.0,0.0,40,1,0.025,40,1,0.025
hourly,11,2026-06-16 11:00:00+00:00,12,24,40,40,58,0.1,4,4,0.1,4,4,0.1,0.0,0.0,40,29,0.725,40,29,0.725
hourly,11,2026-06-16 11:00:00+00:00,12,24,40,40,58,0.25,10,10,0.25,10,10,0.25,0.0,0.0,40,23,0.575,40,23,0.575
hourly,11,2026-06-16 11:00:00+00:00,12,24,40,40,58,0.5,20,20,0.5,20,20,0.5,0.0,0.0,40,6,0.15,40,6,0.15
hourly,11,2026-06-16 11:00:00+00:00,12,24,40,40,58,1.0,40,40,1.0,40,40,1.0,0.0,0.0,40,1,0.025,40,1,0.025
hourly,12,2026-06-16 12:00:00+00:00,1,24,43,5,16,0.1,1,0,0.0,0,0,0.023255813953488372,0.8837209302325582,-0.023255813953488372,6,6,1.0,40,30,0.75
hourly,12,2026-06-16 12:00:00+00:00,1,24,43,5,16,0.25,2,0,0.0,0,0,0.046511627906976744,0.778516057585825,-0.046511627906976744,6,6,1.0,40,30,0.75
hourly,12,2026-06-16 12:00:00+00:00,1,24,43,5,16,0.5,3,0,0.0,0,0,0.06976744186046512,0.6835750749534073,-0.06976744186046512,6,6,1.0,40,29,0.725
hourly,12,2026-06-16 12:00:00+00:00,1,24,43,5,16,1.0,5,1,0.2,0,1,0.11627906976744186,0.5214450892272787,0.08372093023255815,6,6,1.0,40,29,0.725
hourly,12,2026-06-16 12:00:00+00:00,3,24,43,25,41,0.1,3,3,0.12,3,3,0.06976744186046512,0.06612105988169516,0.05023255813953488,30,19,0.6333333333333333,40,29,0.725
hourly,12,2026-06-16 12:00:00+00:00,3,24,43,25,41,0.25,7,7,0.28,6,7,0.16279069767441862,0.0009875833979485053,0.11720930232558141,30,9,0.3,40,26,0.65
hourly,12,2026-06-16 12:00:00+00:00,3,24,43,25,41,0.5,13,12,0.48,12,12,0.3023255813953488,2.3424653651530012e-07,0.17767441860465116,30,5,0.16666666666666666,40,22,0.55
hourly,12,2026-06-16 12:00:00+00:00,3,24,43,25,41,1.0,25,20,0.8,18,21,0.5813953488372093,0.0,0.2186046511627907,30,2,0.06666666666666667,40,6,0.15
hourly,12,2026-06-16 12:00:00+00:00,6,24,43,43,61,0.1,5,5,0.11627906976744186,5,5,0.11627906976744186,0.0,0.0,40,29,0.725,40,29,0.725
hourly,12,2026-06-16 12:00:00+00:00,6,24,43,43,61,0.25,11,11,0.2558139534883721,11,11,0.2558139534883721,0.0,0.0,40,22,0.55,40,22,0.55
hourly,12,2026-06-16 12:00:00+00:00,6,24,43,43,61,0.5,22,22,0.5116279069767442,22,22,0.5116279069767442,0.0,0.0,40,6,0.15,40,6,0.15
hourly,12,2026-06-16 12:00:00+00:00,6,24,43,43,61,1.0,43,43,1.0,43,43,1.0,0.0,0.0,40,1,0.025,40,1,0.025
hourly,12,2026-06-16 12:00:00+00:00,12,24,43,43,61,0.1,5,5,0.11627906976744186,5,5,0.11627906976744186,0.0,0.0,40,29,0.725,40,29,0.725
hourly,12,2026-06-16 12:00:00+00:00,12,24,43,43,61,0.25,11,11,0.2558139534883721,11,11,0.2558139534883721,0.0,0.0,40,22,0.55,40,22,0.55
hourly,12,2026-06-16 12:00:00+00:00,12,24,43,43,61,0.5,22,22,0.5116279069767442,22,22,0.5116279069767442,0.0,0.0,40,6,0.15,40,6,0.15
hourly,12,2026-06-16 12:00:00+00:00,12,24,43,43,61,1.0,43,43,1.0,43,43,1.0,0.0,0.0,40,1,0.025,40,1,0.025
hourly,13,2026-06-16 13:00:00+00:00,1,24,49,7,9,0.1,1,0,0.0,0,0,0.02040816326530612,0.8571428571428571,-0.02040816326530612,4,4,1.0,43,33,0.7674418604651163
hourly,13,2026-06-16 13:00:00+00:00,1,24,49,7,9,0.25,2,0,0.0,0,1,0.04081632653061224,0.7321428571428571,-0.04081632653061224,4,4,1.0,43,33,0.7674418604651163
hourly,13,2026-06-16 13:00:00+00:00,1,24,49,7,9,0.5,4,2,0.2857142857142857,1,2,0.08163265306122448,0.5282806924805075,0.20408163265306123,4,4,1.0,43,32,0.7441860465116279
hourly,13,2026-06-16 13:00:00+00:00,1,24,49,7,9,1.0,7,2,0.2857142857142857,2,3,0.14285714285714285,0.31406454698841163,0.14285714285714285,4,4,1.0,43,31,0.7209302325581395
hourly,13,2026-06-16 13:00:00+00:00,3,24,49,22,32,0.1,3,3,0.13636363636363635,3,3,0.061224489795918366,0.15876031263569257,0.07513914656771799,13,9,0.6923076923076923,43,32,0.7441860465116279
hourly,13,2026-06-16 13:00:00+00:00,3,24,49,22,32,0.25,6,6,0.2727272727272727,6,6,0.12244897959183673,0.02116804168475901,0.15027829313543598,13,9,0.6923076923076923,43,31,0.7209302325581395
hourly,13,2026-06-16 13:00:00+00:00,3,24,49,22,32,0.5,11,10,0.45454545454545453,8,11,0.22448979591836735,0.0004474853264219966,0.23005565862708718,13,8,0.6153846153846154,43,22,0.5116279069767442
hourly,13,2026-06-16 13:00:00+00:00,3,24,49,22,32,1.0,22,15,0.6818181818181818,14,15,0.4489795918367347,1.6243494575837868e-09,0.23283858998144707,13,7,0.5384615384615384,43,8,0.18604651162790697
hourly,13,2026-06-16 13:00:00+00:00,6,24,49,49,67,0.1,5,5,0.10204081632653061,5,5,0.10204081632653061,0.0,0.0,43,31,0.7209302325581395,43,31,0.7209302325581395
hourly,13,2026-06-16 13:00:00+00:00,6,24,49,49,67,0.25,13,13,0.2653061224489796,13,13,0.2653061224489796,0.0,0.0,43,21,0.4883720930232558,43,21,0.4883720930232558
hourly,13,2026-06-16 13:00:00+00:00,6,24,49,49,67,0.5,25,25,0.5102040816326531,25,25,0.5102040816326531,0.0,0.0,43,7,0.16279069767441862,43,7,0.16279069767441862
hourly,13,2026-06-16 13:00:00+00:00,6,24,49,49,67,1.0,49,49,1.0,49,49,1.0,0.0,0.0,43,1,0.023255813953488372,43,1,0.023255813953488372
hourly,13,2026-06-16 13:00:00+00:00,12,24,49,49,67,0.1,5,5,0.10204081632653061,5,5,0.10204081632653061,0.0,0.0,43,31,0.7209302325581395,43,31,0.7209302325581395
hourly,13,2026-06-16 13:00:00+00:00,12,24,49,49,67,0.25,13,13,0.2653061224489796,13,13,0.2653061224489796,0.0,0.0,43,21,0.4883720930232558,43,21,0.4883720930232558
hourly,13,2026-06-16 13:00:00+00:00,12,24,49,49,67,0.5,25,25,0.5102040816326531,25,25,0.5102040816326531,0.0,0.0,43,7,0.16279069767441862,43,7,0.16279069767441862
hourly,13,2026-06-16 13:00:00+00:00,12,24,49,49,67,1.0,49,49,1.0,49,49,1.0,0.0,0.0,43,1,0.023255813953488372,43,1,0.023255813953488372
hourly,14,2026-06-16 14:00:00+00:00,1,24,49,1,2,0.1,1,0,0.0,0,0,0.02040816326530612,0.9795918367346939,-0.02040816326530612,2,2,1.0,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,1,24,49,1,2,0.25,1,0,0.0,0,0,0.02040816326530612,0.9795918367346939,-0.02040816326530612,2,2,1.0,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,1,24,49,1,2,0.5,1,0,0.0,0,0,0.02040816326530612,0.9795918367346939,-0.02040816326530612,2,2,1.0,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,1,24,49,1,2,1.0,1,0,0.0,0,0,0.02040816326530612,0.9795918367346939,-0.02040816326530612,2,2,1.0,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,3,24,49,14,23,0.1,2,0,0.0,0,1,0.04081632653061224,0.5059523809523809,-0.04081632653061224,13,13,1.0,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,3,24,49,14,23,0.25,4,2,0.14285714285714285,1,2,0.08163265306122448,0.24712567728293908,0.061224489795918366,13,11,0.8461538461538461,55,45,0.8181818181818182
hourly,14,2026-06-16 14:00:00+00:00,3,24,49,14,23,0.5,7,4,0.2857142857142857,3,4,0.14285714285714285,0.07828258769463081,0.14285714285714285,13,9,0.6923076923076923,55,31,0.5636363636363636
hourly,14,2026-06-16 14:00:00+00:00,3,24,49,14,23,1.0,14,6,0.42857142857142855,6,6,0.2857142857142857,0.003435710142376157,0.14285714285714285,13,8,0.6153846153846154,55,16,0.2909090909090909
hourly,14,2026-06-16 14:00:00+00:00,6,24,49,41,58,0.1,5,5,0.12195121951219512,5,5,0.10204081632653061,2.9367281911222707e-05,0.019910403185664505,49,37,0.7551020408163265,55,44,0.8
hourly,14,2026-06-16 14:00:00+00:00,6,24,49,41,58,0.25,11,11,0.2682926829268293,11,11,0.22448979591836735,0.0,0.04380288700846194,49,10,0.20408163265306123,55,25,0.45454545454545453
hourly,14,2026-06-16 14:00:00+00:00,6,24,49,41,58,0.5,21,20,0.4878048780487805,20,21,0.42857142857142855,0.0,0.05923344947735193,49,8,0.16326530612244897,55,8,0.14545454545454545
hourly,14,2026-06-16 14:00:00+00:00,6,24,49,41,58,1.0,41,33,0.8048780487804879,33,40,0.8367346938775511,0.0,-0.03185664509706321,49,4,0.08163265306122448,55,4,0.07272727272727272
hourly,14,2026-06-16 14:00:00+00:00,12,24,49,49,68,0.1,5,5,0.10204081632653061,5,5,0.10204081632653061,0.0,0.0,55,44,0.8,55,44,0.8
hourly,14,2026-06-16 14:00:00+00:00,12,24,49,49,68,0.25,13,13,0.2653061224489796,13,13,0.2653061224489796,0.0,0.0,55,16,0.2909090909090909,55,16,0.2909090909090909
hourly,14,2026-06-16 14:00:00+00:00,12,24,49,49,68,0.5,25,25,0.5102040816326531,25,25,0.5102040816326531,0.0,0.0,55,8,0.14545454545454545,55,8,0.14545454545454545
hourly,14,2026-06-16 14:00:00+00:00,12,24,49,49,68,1.0,49,49,1.0,49,49,1.0,0.0,0.0,55,1,0.01818181818181818,55,1,0.01818181818181818
hourly,15,2026-06-16 15:00:00+00:00,1,24,50,1,2,0.1,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,1,24,50,1,2,0.25,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,1,24,50,1,2,0.5,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,1,24,50,1,2,1.0,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,3,24,50,9,10,0.1,1,0,0.0,0,0,0.02,0.82,-0.02,8,8,1.0,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,3,24,50,9,10,0.25,3,1,0.1111111111111111,1,1,0.06,0.5438775510204081,0.05111111111111111,8,6,0.75,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,3,24,50,9,10,0.5,5,2,0.2222222222222222,2,3,0.1,0.35369650172742545,0.1222222222222222,8,6,0.75,55,44,0.8
hourly,15,2026-06-16 15:00:00+00:00,3,24,50,9,10,1.0,9,4,0.4444444444444444,4,4,0.18,0.13983350068293565,0.2644444444444444,8,4,0.5,55,29,0.5272727272727272
hourly,15,2026-06-16 15:00:00+00:00,6,24,50,34,49,0.1,4,4,0.11764705882352941,4,4,0.08,0.007902735562310031,0.03764705882352941,46,33,0.717391304347826,55,45,0.8181818181818182
hourly,15,2026-06-16 15:00:00+00:00,6,24,50,34,49,0.25,9,9,0.2647058823529412,9,9,0.18,4.566075725731637e-06,0.08470588235294119,46,12,0.2608695652173913,55,29,0.5272727272727272
hourly,15,2026-06-16 15:00:00+00:00,6,24,50,34,49,0.5,17,16,0.47058823529411764,16,16,0.34,0.0,0.13058823529411762,46,8,0.17391304347826086,55,14,0.2545454545454545
hourly,15,2026-06-16 15:00:00+00:00,6,24,50,34,49,1.0,34,23,0.6764705882352942,21,31,0.68,0.0,-0.003529411764705892,46,7,0.15217391304347827,55,7,0.12727272727272726
hourly,15,2026-06-16 15:00:00+00:00,12,24,50,50,68,0.1,5,5,0.1,5,5,0.1,0.0,0.0,55,44,0.8,55,44,0.8
hourly,15,2026-06-16 15:00:00+00:00,12,24,50,50,68,0.25,13,13,0.26,13,13,0.26,0.0,0.0,55,16,0.2909090909090909,55,16,0.2909090909090909
hourly,15,2026-06-16 15:00:00+00:00,12,24,50,50,68,0.5,25,25,0.5,25,25,0.5,0.0,0.0,55,8,0.14545454545454545,55,8,0.14545454545454545
hourly,15,2026-06-16 15:00:00+00:00,12,24,50,50,68,1.0,50,50,1.0,50,50,1.0,0.0,0.0,55,1,0.01818181818181818,55,1,0.01818181818181818
hourly,16,2026-06-16 16:00:00+00:00,3,24,50,2,3,0.1,1,0,0.0,0,0,0.02,0.96,-0.02,3,3,1.0,55,45,0.8181818181818182
hourly,16,2026-06-16 16:00:00+00:00,3,24,50,2,3,0.25,1,0,0.0,0,0,0.02,0.96,-0.02,3,3,1.0,55,45,0.8181818181818182
hourly,16,2026-06-16 16:00:00+00:00,3,24,50,2,3,0.5,1,0,0.0,0,0,0.02,0.96,-0.02,3,3,1.0,55,45,0.8181818181818182
hourly,16,2026-06-16 16:00:00+00:00,3,24,50,2,3,1.0,2,0,0.0,0,0,0.04,0.9208163265306123,-0.04,3,3,1.0,55,45,0.8181818181818182
hourly,16,2026-06-16 16:00:00+00:00,6,24,50,24,34,0.1,3,3,0.125,3,3,0.06,0.1326530612244898,0.065,13,11,0.8461538461538461,55,45,0.8181818181818182
hourly,16,2026-06-16 16:00:00+00:00,6,24,50,24,34,0.25,6,6,0.25,6,6,0.12,0.014488348530901722,0.13,13,9,0.6923076923076923,55,32,0.5818181818181818
hourly,16,2026-06-16 16:00:00+00:00,6,24,50,24,34,0.5,12,11,0.4583333333333333,10,12,0.24,7.955294691946607e-05,0.21833333333333332,13,8,0.6153846153846154,55,17,0.3090909090909091
hourly,16,2026-06-16 16:00:00+00:00,6,24,50,24,34,1.0,24,17,0.7083333333333334,17,17,0.48,2.6738262676276324e-12,0.2283333333333334,13,7,0.5384615384615384,55,8,0.14545454545454545
hourly,16,2026-06-16 16:00:00+00:00,12,24,50,50,68,0.1,5,5,0.1,5,5,0.1,0.0,0.0,55,44,0.8,55,44,0.8
hourly,16,2026-06-16 16:00:00+00:00,12,24,50,50,68,0.25,13,13,0.26,13,13,0.26,0.0,0.0,55,16,0.2909090909090909,55,16,0.2909090909090909
hourly,16,2026-06-16 16:00:00+00:00,12,24,50,50,68,0.5,25,25,0.5,25,25,0.5,0.0,0.0,55,8,0.14545454545454545,55,8,0.14545454545454545
hourly,16,2026-06-16 16:00:00+00:00,12,24,50,50,68,1.0,50,50,1.0,50,50,1.0,0.0,0.0,55,1,0.01818181818181818,55,1,0.01818181818181818
hourly,17,2026-06-16 17:00:00+00:00,3,24,50,1,2,0.1,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,3,24,50,1,2,0.25,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,3,24,50,1,2,0.5,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,3,24,50,1,2,1.0,1,0,0.0,0,0,0.02,0.98,-0.02,2,2,1.0,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,6,24,50,15,23,0.1,2,0,0.0,0,1,0.04,0.4857142857142857,-0.04,13,13,1.0,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,6,24,50,15,23,0.25,4,2,0.13333333333333333,1,2,0.08,0.22735562310030394,0.05333333333333333,13,11,0.8461538461538461,55,45,0.8181818181818182
hourly,17,2026-06-16 17:00:00+00:00,6,24,50,15,23,0.5,8,4,0.26666666666666666,4,5,0.16,0.043838249108993255,0.10666666666666666,13,9,0.6923076923076923,55,32,0.5818181818181818
hourly,17,2026-06-16 17:00:00+00:00,6,24,50,15,23,1.0,15,7,0.4666666666666667,6,7,0.3,0.0014429982597979859,0.16666666666666669,13,7,0.5384615384615384,55,16,0.2909090909090909
hourly,17,2026-06-16 17:00:00+00:00,12,24,50,50,68,0.1,5,5,0.1,5,5,0.1,0.0,0.0,55,44,0.8,55,44,0.8
hourly,17,2026-06-16 17:00:00+00:00,12,24,50,50,68,0.25,13,13,0.26,13,13,0.26,0.0,0.0,55,16,0.2909090909090909,55,16,0.2909090909090909
hourly,17,2026-06-16 17:00:00+00:00,12,24,50,50,68,0.5,25,25,0.5,25,25,0.5,0.0,0.0,55,8,0.14545454545454545,55,8,0.14545454545454545
hourly,17,2026-06-16 17:00:00+00:00,12,24,50,50,68,1.0,50,50,1.0,50,50,1.0,0.0,0.0,55,1,0.01818181818181818,55,1,0.01818181818181818
hourly,18,2026-06-16 18:00:00+00:00,6,24,51,10,12,0.1,1,0,0.0,0,0,0.0196078431372549,0.803921568627451,-0.0196078431372549,8,8,1.0,55,45,0.8181818181818182
hourly,18,2026-06-16 18:00:00+00:00,6,24,51,10,12,0.25,3,1,0.1,1,1,0.058823529411764705,0.5118847539015606,0.0411764705882353,8,6,0.75,55,45,0.8181818181818182
