k,fraction_removed,R0,R_degree,D_degree,Q_degree,R_random_p05,R_random_median,R_random_p95,Q_random_median,G,R_tie_p05,R_tie_median,R_tie_p95,random_fraction_at_least_as_disruptive
10,0.026595744680851064,0.9467312348668281,0.7106537530266344,0.23607748184019373,0.7506393861892583,0.9019370460048426,0.9394673123486683,0.9443099273607748,0.9923273657289003,0.22881355932203395,0.7106537530266344,0.7106537530266344,0.7142857142857143,0.0
11,0.02925531914893617,0.9467312348668281,0.7046004842615012,0.24213075060532685,0.7442455242966752,0.9019370460048426,0.9382566585956417,0.9443099273607748,0.9910485933503836,0.23365617433414043,0.7046004842615012,0.7046004842615012,0.7046004842615012,0.0
12,0.031914893617021274,0.9467312348668281,0.7009685230024213,0.2457627118644068,0.7404092071611253,0.9007263922518159,0.9382566585956417,0.9443099273607748,0.9910485933503836,0.23728813559322037,0.698547215496368,0.7009685230024213,0.7009685230024213,0.0
13,0.034574468085106384,0.9467312348668281,0.6949152542372882,0.2518159806295399,0.7340153452685423,0.8983050847457628,0.937046004842615,0.9430992736077481,0.989769820971867,0.24213075060532685,0.6949152542372882,0.6949152542372882,0.6949152542372882,0.0
14,0.03723404255319149,0.9467312348668281,0.6924939467312349,0.2542372881355932,0.731457800511509,0.8969733656174335,0.9358353510895884,0.9430992736077481,0.9884910485933504,0.2433414043583535,0.6803874092009685,0.6803874092009685,0.6924939467312349,0.0
15,0.0398936170212766,0.9467312348668281,0.6779661016949152,0.26876513317191286,0.7161125319693095,0.8922518159806295,0.9346246973365617,0.9418886198547215,0.9872122762148338,0.2566585956416465,0.6779661016949152,0.6779661016949152,0.6779661016949152,0.0
16,0.0425531914893617,0.9467312348668281,0.6743341404358354,0.2723970944309927,0.7122762148337597,0.8921307506053269,0.9346246973365617,0.9418886198547215,0.9872122762148338,0.26029055690072633,0.6707021791767555,0.6707021791767555,0.6743341404358354,0.0
17,0.04521276595744681,0.9467312348668281,0.6670702179176755,0.2796610169491526,0.7046035805626598,0.8897699757869248,0.9334140435835351,0.9418886198547215,0.9859335038363171,0.26634382566585957,0.6634382566585957,0.6670702179176755,0.6670702179176755,0.0
18,0.047872340425531915,0.9467312348668281,0.6598062953995157,0.28692493946731235,0.6969309462915602,0.8882566585956416,0.931598062953995,0.940677966101695,0.9840153452685421,0.2717917675544793,0.6598062953995157,0.6598062953995157,0.6598062953995157,0.0
19,0.05053191489361702,0.9467312348668281,0.6598062953995157,0.28692493946731235,0.6969309462915602,0.8776634382566586,0.9309927360774818,0.940677966101695,0.9833759590792839,0.27118644067796605,0.6598062953995157,0.6598062953995157,0.6598062953995157,0.0
20,0.05319148936170213,0.9467312348668281,0.6537530266343826,0.29297820823244547,0.690537084398977,0.8776634382566586,0.9297820823244553,0.940677966101695,0.9820971867007673,0.27602905569007263,0.6537530266343826,0.6537530266343826,0.6537530266343826,0.0
21,0.05585106382978723,0.9467312348668281,0.652542372881356,0.2941888619854721,0.6892583120204604,0.8437651331719128,0.9285714285714286,0.9394673123486683,0.9808184143222507,0.27602905569007263,0.6501210653753027,0.652542372881356,0.652542372881356,0.0
22,0.05851063829787234,0.9467312348668281,0.648910411622276,0.29782082324455206,0.6854219948849105,0.8401937046004843,0.9285714285714286,0.9394673123486683,0.9808184143222507,0.2796610169491526,0.648910411622276,0.648910411622276,0.648910411622276,0.0
23,0.061170212765957445,0.9467312348668281,0.6464891041162227,0.30024213075060535,0.6828644501278772,0.8377118644067796,0.927360774818402,0.9383171912832929,0.979539641943734,0.2808716707021792,0.6464891041162227,0.648910411622276,0.648910411622276,0.0
24,0.06382978723404255,0.9467312348668281,0.6464891041162227,0.30024213075060535,0.6828644501278772,0.8365617433414043,0.9261501210653753,0.9382566585956417,0.9782608695652174,0.2796610169491526,0.6464891041162227,0.6464891041162227,0.6464891041162227,0.0
25,0.06648936170212766,0.9467312348668281,0.6440677966101694,0.30266343825665865,0.6803069053708439,0.8365012106537529,0.9249394673123487,0.9382566585956417,0.9769820971867008,0.2808716707021792,0.639225181598063,0.6416464891041163,0.6440677966101694,0.0
26,0.06914893617021277,0.9467312348668281,0.639225181598063,0.3075060532687651,0.6751918158567775,0.8341404358353511,0.923728813559322,0.937046004842615,0.9757033248081841,0.28450363196125905,0.6343825665859564,0.6368038740920097,0.639225181598063,0.0
27,0.07180851063829788,0.9467312348668281,0.6319612590799032,0.3147699757869249,0.6675191815856778,0.8341404358353511,0.9225181598062954,0.9358958837772396,0.9744245524296675,0.2905569007263922,0.6319612590799032,0.6319612590799032,0.6319612590799032,0.0
28,0.07446808510638298,0.9467312348668281,0.6271186440677966,0.3196125907990315,0.6624040920716112,0.8328692493946731,0.9219128329297821,0.9358353510895884,0.9737851662404092,0.2947941888619855,0.62590799031477,0.6271186440677966,0.6307506053268765,0.0
29,0.07712765957446809,0.9467312348668281,0.62590799031477,0.32082324455205813,0.6611253196930946,0.8292978208232445,0.9213075060532687,0.9346246973365617,0.9731457800511508,0.29539951573849876,0.6210653753026635,0.6222760290556901,0.6271186440677966,0.0
30,0.0797872340425532,0.9467312348668281,0.6198547215496368,0.32687651331719125,0.6547314578005116,0.8279661016949152,0.9200968523002422,0.9346246973365617,0.9718670076726343,0.30024213075060535,0.6162227602905569,0.6186440677966102,0.6222760290556901,0.0
31,0.08244680851063829,0.9467312348668281,0.6162227602905569,0.3305084745762712,0.6508951406649617,0.8232445520581114,0.9188861985472155,0.9334140435835351,0.9705882352941176,0.30266343825665865,0.6113801452784504,0.6150121065375302,0.6174334140435835,0.0
32,0.0851063829787234,0.9467312348668281,0.6113801452784504,0.33535108958837767,0.6457800511508952,0.82318401937046,0.9176755447941889,0.9334140435835351,0.969309462915601,0.3062953995157385,0.6076876513317191,0.6113801452784504,0.612590799031477,0.0
33,0.08776595744680851,0.9467312348668281,0.6065375302663438,0.34019370460048426,0.6406649616368286,0.82318401937046,0.9176755447941889,0.9334140435835351,0.969309462915601,0.31113801452784506,0.6029055690072639,0.6065375302663438,0.6077481840193705,0.0
34,0.09042553191489362,0.9467312348668281,0.6016949152542372,0.34503631961259085,0.6355498721227621,0.8220338983050848,0.9164648910411622,0.9322033898305084,0.9680306905370845,0.314769975786925,0.6016949152542372,0.6016949152542372,0.6016949152542372,0.0
35,0.09308510638297872,0.9467312348668281,0.5956416464891041,0.35108958837772397,0.629156010230179,0.8183414043583535,0.9152542372881356,0.9309927360774818,0.9667519181585678,0.3196125907990315,0.5944309927360775,0.5980629539951574,0.6016949152542372,0.0
36,0.09574468085106383,0.9467312348668281,0.5956416464891041,0.35108958837772397,0.629156010230179,0.8171912832929782,0.914043583535109,0.9297820823244553,0.9654731457800512,0.31840193704600483,0.5883777239709443,0.5920096852300242,0.5980629539951574,0.0
37,0.09840425531914894,0.9467312348668281,0.5920096852300242,0.3547215496368039,0.6253196930946291,0.8171912832929782,0.9128329297820823,0.9297820823244553,0.9641943734015345,0.32082324455205813,0.5835351089588378,0.5883777239709443,0.5944309927360775,0.0
38,0.10106382978723404,0.9467312348668281,0.589588377723971,0.3571428571428571,0.6227621483375959,0.8158595641646489,0.9128329297820823,0.9285714285714286,0.9641943734015345,0.3232445520581113,0.5774818401937046,0.5835351089588378,0.589588377723971,0.0
39,0.10372340425531915,0.9467312348668281,0.5823244552058111,0.364406779661017,0.6150895140664961,0.8135593220338984,0.9116222760290557,0.9285714285714286,0.9629156010230179,0.32929782082324455,0.5738498789346247,0.5786924939467313,0.5847457627118644,0.0
40,0.10638297872340426,0.9467312348668281,0.5786924939467313,0.3680387409200968,0.6112531969309464,0.8099273607748184,0.910411622276029,0.927360774818402,0.9616368286445013,0.33171912832929773,0.5677966101694916,0.5750605326876513,0.5799031476997578,0.0
41,0.10904255319148937,0.9467312348668281,0.572639225181598,0.37409200968523004,0.6048593350383632,0.8098062953995158,0.9092009685230025,0.9261501210653753,0.9603580562659847,0.33656174334140443,0.5641646489104116,0.5702179176755447,0.5750605326876513,0.0
42,0.11170212765957446,0.9467312348668281,0.5653753026634383,0.3813559322033898,0.5971867007672634,0.8073849878934625,0.9079903147699758,0.9261501210653753,0.9590792838874681,0.34261501210653755,0.5605326876513317,0.5653753026634383,0.5690072639225182,0.0
43,0.11436170212765957,0.9467312348668281,0.5581113801452785,0.3886198547215496,0.5895140664961638,0.8073849878934625,0.9067796610169492,0.9249394673123487,0.9578005115089514,0.3486682808716707,0.5544794188861986,0.5605326876513317,0.5617433414043583,0.0
44,0.11702127659574468,0.9467312348668281,0.5544794188861986,0.3922518159806295,0.5856777493606138,0.8050242130750604,0.9043583535108959,0.9249394673123487,0.9552429667519181,0.3498789346246973,0.5544794188861986,0.5544794188861986,0.5544794188861986,0.0
45,0.1196808510638298,0.9467312348668281,0.5520581113801453,0.3946731234866828,0.5831202046035806,0.801452784503632,0.9037530266343825,0.9225181598062954,0.9546035805626598,0.35169491525423724,0.5484261501210653,0.5520581113801453,0.5532687651331719,0.0
46,0.12234042553191489,0.9467312348668281,0.5460048426150121,0.40072639225181594,0.5767263427109974,0.8002421307506054,0.9031476997578692,0.92136803874092,0.9539641943734015,0.3571428571428571,0.5460048426150121,0.5472154963680388,0.5508474576271186,0.0
47,0.125,0.9467312348668281,0.5447941888619855,0.4019370460048426,0.5754475703324808,0.7990314769975787,0.9019370460048426,0.9213075060532687,0.9526854219948849,0.3571428571428571,0.5447941888619855,0.5447941888619855,0.5447941888619855,0.0
48,0.1276595744680851,0.9467312348668281,0.5435835351089588,0.40314769975786924,0.5741687979539642,0.7977602905569007,0.9007263922518159,0.9213075060532687,0.9514066496163682,0.3571428571428571,0.5399515738498789,0.5435835351089588,0.5435835351089588,0.0
49,0.13031914893617022,0.9467312348668281,0.5387409200968523,0.4079903147699758,0.5690537084398977,0.7966101694915254,0.8995157384987893,0.9200968523002422,0.9501278772378516,0.36077481840193704,0.5375302663438256,0.5399515738498789,0.5423728813559322,0.0
50,0.13297872340425532,0.9467312348668281,0.5363196125907991,0.410411622276029,0.5664961636828645,0.7953389830508474,0.8983050847457628,0.9200968523002422,0.948849104859335,0.3619854721549637,0.5338983050847458,0.5375302663438256,0.5411622276029056,0.0
51,0.1356382978723404,0.9467312348668281,0.5338983050847458,0.4128329297820823,0.5639386189258312,0.7929782082324455,0.8970944309927361,0.9188861985472155,0.9475703324808185,0.36319612590799033,0.5326876513317191,0.5351089588377724,0.5387409200968523,0.0
52,0.13829787234042554,0.9467312348668281,0.5326876513317191,0.41404358353510895,0.5626598465473146,0.7928571428571428,0.8958837772397095,0.9188861985472155,0.9462915601023019,0.36319612590799033,0.5302663438256658,0.5326876513317191,0.5363196125907991,0.0
53,0.14095744680851063,0.9467312348668281,0.5290556900726392,0.4176755447941889,0.5588235294117647,0.7857142857142857,0.8958837772397095,0.9177360774818402,0.9462915601023019,0.36682808716707027,0.5290556900726392,0.5302663438256658,0.5338983050847458,0.0
54,0.14361702127659576,0.9467312348668281,0.5278450363196125,0.41888619854721554,0.557544757033248,0.7857142857142857,0.8946731234866828,0.9165254237288135,0.9450127877237852,0.36682808716707027,0.5278450363196125,0.5278450363196125,0.5278450363196125,0.0
55,0.14627659574468085,0.9467312348668281,0.5230024213075061,0.423728813559322,0.5524296675191817,0.7844430992736077,0.8934624697336562,0.9164648910411622,0.9437340153452686,0.3704600484261501,0.5169491525423728,0.5242130750605327,0.5278450363196125,0.0
56,0.14893617021276595,0.9467312348668281,0.5230024213075061,0.423728813559322,0.5524296675191817,0.7820823244552058,0.8934624697336562,0.9153147699757869,0.9437340153452686,0.3704600484261501,0.5121065375302664,0.5205811138014528,0.5254237288135594,0.0
57,0.15159574468085107,0.9467312348668281,0.5193704600484261,0.42736077481840196,0.5485933503836317,0.7783898305084745,0.8922518159806295,0.9152542372881356,0.9424552429667519,0.3728813559322034,0.5072639225181598,0.5157384987893463,0.5230024213075061,0.0
58,0.15425531914893617,0.9467312348668281,0.5145278450363197,0.43220338983050843,0.5434782608695653,0.7771791767554479,0.8910411622276029,0.914043583535109,0.9411764705882353,0.3765133171912832,0.5024213075060533,0.5121065375302664,0.5193704600484261,0.0
59,0.15691489361702127,0.9467312348668281,0.5096852300242131,0.437046004842615,0.5383631713554987,0.773547215496368,0.8886198547215496,0.914043583535109,0.938618925831202,0.3789346246973365,0.49878934624697335,0.5072639225181598,0.5157384987893463,0.0
60,0.1595744680851064,0.9467312348668281,0.5072639225181598,0.4394673123486683,0.5358056265984654,0.7711864406779662,0.887409200968523,0.9128329297820823,0.9373401534526855,0.3801452784503633,0.4939467312348668,0.5024213075060533,0.5121065375302664,0.0
61,0.1622340425531915,0.9467312348668281,0.5036319612590799,0.44309927360774815,0.5319693094629157,0.7711864406779662,0.8861985472154964,0.9116222760290557,0.9360613810741688,0.38256658595641646,0.4891041162227603,0.49878934624697335,0.5072639225181598,0.0
62,0.16489361702127658,0.9467312348668281,0.4927360774818402,0.4539951573849879,0.520460358056266,0.7687651331719129,0.8855932203389831,0.9116222760290557,0.9354219948849106,0.39285714285714296,0.4854721549636804,0.4939467312348668,0.5024213075060533,0.0
63,0.1675531914893617,0.9467312348668281,0.4927360774818402,0.4539951573849879,0.520460358056266,0.7674939467312348,0.8843825665859564,0.9104721549636803,0.9341432225063938,0.3916464891041162,0.48184019370460046,0.4891041162227603,0.49878934624697335,0.0
64,0.1702127659574468,0.9467312348668281,0.4854721549636804,0.4612590799031477,0.5127877237851662,0.7663438256658596,0.8825665859564165,0.910411622276029,0.9322250639386189,0.39709443099273606,0.4782082324455206,0.4854721549636804,0.4939467312348668,0.0
65,0.17287234042553193,0.9467312348668281,0.4830508474576271,0.463680387409201,0.510230179028133,0.7590799031476998,0.8813559322033898,0.9092615012106537,0.9309462915601023,0.3983050847457627,0.47578692493946734,0.48062953995157387,0.4891041162227603,0.0
66,0.17553191489361702,0.9467312348668281,0.47578692493946734,0.47094430992736075,0.5025575447570333,0.7590193704600484,0.8801452784503632,0.9080508474576271,0.9296675191815856,0.40435835351089583,0.47336561743341404,0.47699757869249393,0.48426150121065376,0.0
67,0.17819148936170212,0.9467312348668281,0.47336561743341404,0.47336561743341404,0.5,0.7564769975786925,0.8789346246973365,0.9079903147699758,0.928388746803069,0.4055690072639225,0.47336561743341404,0.47336561743341404,0.47336561743341404,0.0
68,0.18085106382978725,0.9467312348668281,0.46973365617433416,0.47699757869249393,0.4961636828644502,0.7564769975786925,0.8789346246973365,0.9067796610169492,0.928388746803069,0.40920096852300236,0.4648910411622276,0.4685230024213075,0.46973365617433416,0.0
69,0.18351063829787234,0.9467312348668281,0.4661016949152542,0.48062953995157387,0.49232736572890023,0.7541767554479418,0.8771186440677966,0.9055690072639225,0.9264705882352942,0.4110169491525424,0.45756658595641647,0.46246973365617433,0.4661016949152542,0.0
70,0.18617021276595744,0.9467312348668281,0.4612590799031477,0.4854721549636804,0.48721227621483376,0.7541767554479418,0.8753026634382567,0.9043583535108959,0.9245524296675192,0.414043583535109,0.4515738498789346,0.45641646489104115,0.4612590799031477,0.0
71,0.18882978723404256,0.9467312348668281,0.45641646489104115,0.49031476997578693,0.48209718670076723,0.7518159806295399,0.87409200968523,0.9031476997578692,0.9232736572890026,0.4176755447941889,0.44552058111380144,0.4515738498789346,0.45641646489104115,0.0
72,0.19148936170212766,0.9467312348668281,0.44794188861985473,0.49878934624697335,0.47314578005115093,0.7506053268765133,0.8728813559322034,0.9019975786924939,0.921994884910486,0.42493946731234866,0.43946731234866826,0.4467312348668281,0.4515738498789346,0.0
73,0.19414893617021275,0.9467312348668281,0.4443099273607748,0.5024213075060533,0.469309462915601,0.7506053268765133,0.8716707021791767,0.9007869249394672,0.9207161125319693,0.42736077481840196,0.4346246973365617,0.43946731234866826,0.44552058111380144,0.0
74,0.19680851063829788,0.9467312348668281,0.43946731234866826,0.5072639225181599,0.4641943734015345,0.7492736077481841,0.8716707021791767,0.9007263922518159,0.9207161125319693,0.4322033898305085,0.42857142857142855,0.4346246973365617,0.4406779661016949,0.0
75,0.19946808510638298,0.9467312348668281,0.4358353510895884,0.5108958837772397,0.46035805626598464,0.7457021791767554,0.8692493946731235,0.9007263922518159,0.918158567774936,0.4334140435835351,0.423728813559322,0.4297820823244552,0.4358353510895884,0.0
76,0.20212765957446807,0.9467312348668281,0.43099273607748184,0.5157384987893463,0.45524296675191817,0.7444915254237288,0.8680387409200968,0.8995157384987893,0.9168797953964194,0.43704600484261497,0.4188861985472155,0.423728813559322,0.4297820823244552,0.0
77,0.2047872340425532,0.9467312348668281,0.4225181598062954,0.5242130750605327,0.4462915601023018,0.7420702179176755,0.8668280871670703,0.8983050847457628,0.9156010230179029,0.44430992736077485,0.41404358353510895,0.4188861985472155,0.423728813559322,0.0
78,0.2074468085106383,0.9467312348668281,0.41767554479418884,0.5290556900726393,0.4411764705882353,0.7408595641646488,0.8668280871670703,0.8983050847457628,0.9156010230179029,0.44915254237288144,0.4092009685230024,0.4128329297820823,0.41767554479418884,0.0
79,0.21010638297872342,0.9467312348668281,0.4092009685230024,0.5375302663438257,0.4322250639386189,0.7396489104116223,0.8656174334140436,0.8971549636803874,0.9143222506393862,0.4564164648910412,0.40556900726392253,0.4067796610169492,0.41041162227602906,0.0
80,0.2127659574468085,0.9467312348668281,0.4019370460048426,0.5447941888619855,0.42455242966751916,0.738498789346247,0.8631961259079903,0.8959443099273607,0.9117647058823529,0.46125907990314774,0.4019370460048426,0.4019370460048426,0.4019370460048426,0.0
81,0.2154255319148936,0.9467312348668281,0.39951573849878935,0.5472154963680387,0.4219948849104859,0.737227602905569,0.8619854721549637,0.8958837772397095,0.9104859335038363,0.46246973365617433,0.3934624697336562,0.39951573849878935,0.4019370460048426,0.0
82,0.21808510638297873,0.9467312348668281,0.3983050847457627,0.5484261501210654,0.4207161125319693,0.7360774818401937,0.860774818401937,0.8946731234866828,0.9092071611253196,0.46246973365617433,0.3910411622276029,0.39709443099273606,0.400726392251816,0.0
83,0.22074468085106383,0.9467312348668281,0.3983050847457627,0.5484261501210654,0.4207161125319693,0.7323244552058111,0.8595641646489104,0.8934624697336562,0.907928388746803,0.4612590799031477,0.387409200968523,0.3934624697336562,0.3983050847457627,0.0
84,0.22340425531914893,0.9467312348668281,0.39588377723970947,0.5508474576271186,0.4181585677749361,0.7299636803874091,0.8595641646489104,0.8934624697336562,0.907928388746803,0.4636803874092009,0.3837772397094431,0.3898305084745763,0.39588377723970947,0.0
85,0.22606382978723405,0.9467312348668281,0.3910411622276029,0.5556900726392252,0.4130434782608695,0.7263922518159807,0.8571428571428571,0.8922518159806295,0.9053708439897697,0.4661016949152542,0.3801452784503632,0.387409200968523,0.3946731234866828,0.0
86,0.22872340425531915,0.9467312348668281,0.38861985472154964,0.5581113801452784,0.41048593350383633,0.726271186440678,0.8559322033898306,0.8910411622276029,0.9040920716112533,0.4673123486682809,0.3765133171912833,0.38498789346246975,0.3910411622276029,0.0
87,0.23138297872340424,0.9467312348668281,0.3801452784503632,0.5665859564164648,0.40153452685422,0.7227602905569007,0.8547215496368039,0.8898910411622275,0.9028132992327366,0.4745762711864407,0.37409200968523004,0.3813559322033898,0.38861985472154964,0.0
88,0.23404255319148937,0.9467312348668281,0.37409200968523004,0.572639225181598,0.39514066496163686,0.720278450363196,0.8535108958837773,0.8886803874092009,0.90153452685422,0.4794188861985472,0.37167070217917675,0.37772397094430993,0.38619854721549635,0.0
89,0.23670212765957446,0.9467312348668281,0.3728813559322034,0.5738498789346247,0.3938618925831202,0.7179176755447942,0.8523002421307506,0.8886198547215496,0.9002557544757034,0.4794188861985472,0.3692493946731235,0.37530266343825663,0.3837772397094431,0.0
90,0.2393617021276596,0.9467312348668281,0.3704600484261501,0.576271186440678,0.3913043478260869,0.7178571428571429,0.8523002421307506,0.8862590799031477,0.9002557544757034,0.4818401937046005,0.36561743341404357,0.3728813559322034,0.3801452784503632,0.0
91,0.24202127659574468,0.9467312348668281,0.3692493946731235,0.5774818401937045,0.3900255754475704,0.715496368038741,0.8504842615012107,0.8861985472154964,0.8983375959079284,0.4812348668280872,0.3644067796610169,0.3692493946731235,0.3765133171912833,0.0
92,0.24468085106382978,0.9467312348668281,0.36561743341404357,0.5811138014527846,0.38618925831202044,0.7141646489104116,0.8486682808716707,0.885048426150121,0.8964194373401534,0.4830508474576271,0.3619854721549637,0.3668280871670702,0.37167070217917675,0.0
93,0.2473404255319149,0.9467312348668281,0.36077481840193704,0.585956416464891,0.38107416879795397,0.7118038740920096,0.847457627118644,0.8849878934624698,0.8951406649616368,0.486682808716707,0.36077481840193704,0.36319612590799033,0.3692493946731235,0.0
94,0.25,0.9467312348668281,0.36077481840193704,0.585956416464891,0.38107416879795397,0.7081719128329298,0.847457627118644,0.8837772397094431,0.8951406649616368,0.486682808716707,0.36077481840193704,0.36077481840193704,0.36077481840193704,0.0
95,0.2526595744680851,0.9467312348668281,0.3583535108958838,0.5883777239709442,0.37851662404092073,0.7058111380145279,0.8456416464891041,0.8837772397094431,0.8932225063938619,0.4872881355932203,0.35472154963680386,0.3583535108958838,0.36077481840193704,0.0
96,0.2553191489361702,0.9467312348668281,0.35714285714285715,0.589588377723971,0.3772378516624041,0.7033292978208232,0.8450363196125908,0.8825665859564165,0.8925831202046036,0.4878934624697337,0.35108958837772397,0.3559322033898305,0.3583535108958838,0.0
97,0.2579787234042553,0.9467312348668281,0.3559322033898305,0.5907990314769975,0.37595907928388744,0.7009685230024213,0.8426150121065376,0.8813559322033898,0.8900255754475703,0.48668280871670705,0.3474576271186441,0.3523002421307506,0.35714285714285715,0.0
98,0.26063829787234044,0.9467312348668281,0.3523002421307506,0.5944309927360775,0.3721227621483376,0.6997578692493946,0.8414043583535109,0.8802058111380144,0.8887468030690537,0.4891041162227603,0.34382566585956414,0.3498789346246973,0.35472154963680386,0.0
99,0.2632978723404255,0.9467312348668281,0.35108958837772397,0.5956416464891041,0.37084398976982097,0.6996973365617433,0.8401937046004843,0.8789346246973365,0.887468030690537,0.4891041162227603,0.3414043583535109,0.34624697336561744,0.3523002421307506,0.0
100,0.26595744680851063,0.9467312348668281,0.3486682808716707,0.5980629539951574,0.3682864450127877,0.6973365617433414,0.8383777239709442,0.8765133171912833,0.885549872122762,0.48970944309927356,0.33777239709443097,0.34382566585956414,0.3498789346246973,0.0
101,0.26861702127659576,0.9467312348668281,0.34624697336561744,0.6004842615012107,0.3657289002557545,0.6947941888619855,0.8365617433414043,0.875363196125908,0.8836317135549872,0.4903147699757869,0.3341404358353511,0.3414043583535109,0.3463075060532687,0.0
102,0.2712765957446808,0.9467312348668281,0.34019370460048426,0.6065375302663438,0.3593350383631714,0.6924334140435835,0.8353510895883777,0.8753026634382567,0.8823529411764706,0.4951573849878934,0.3305084745762712,0.33777239709443097,0.34382566585956414,0.0
103,0.27393617021276595,0.9467312348668281,0.33777239709443097,0.6089588377723971,0.3567774936061381,0.6912832929782082,0.8341404358353511,0.87409200968523,0.881074168797954,0.49636803874092017,0.3280871670702179,0.3341404358353511,0.3414043583535109,0.0
104,0.2765957446808511,0.9467312348668281,0.33292978208232443,0.6138014527845037,0.3516624040920716,0.6886198547215496,0.8329297820823245,0.871731234866828,0.8797953964194374,0.5,0.324455205811138,0.33171912832929784,0.33777239709443097,0.0
105,0.27925531914893614,0.9467312348668281,0.3280871670702179,0.6186440677966102,0.3465473145780051,0.6886198547215496,0.8317191283292978,0.8716707021791767,0.8785166240409208,0.5036319612590799,0.3220338983050847,0.3280871670702179,0.3353510895883777,0.0
106,0.28191489361702127,0.9467312348668281,0.3220338983050847,0.6246973365617434,0.34015345268542196,0.6828087167070218,0.8292978208232445,0.8693099273607747,0.8759590792838875,0.5072639225181599,0.31955205811138016,0.32566585956416466,0.33171912832929784,0.0
107,0.2845744680851064,0.9467312348668281,0.32082324455205813,0.62590799031477,0.3388746803069054,0.6827481840193704,0.8268765133171913,0.8692493946731235,0.8734015345268542,0.5060532687651331,0.3159806295399516,0.3220338983050847,0.3280871670702179,0.0
108,0.2872340425531915,0.9467312348668281,0.31840193704600483,0.6283292978208233,0.33631713554987214,0.6803874092009685,0.8232445520581114,0.8680992736077481,0.8695652173913044,0.5048426150121066,0.3135593220338983,0.3196125907990315,0.3245157384987893,0.0
109,0.2898936170212766,0.9467312348668281,0.31476997578692495,0.6319612590799031,0.33248081841432225,0.6802663438256659,0.8208232445520581,0.8680992736077481,0.8670076726342711,0.5060532687651331,0.31113801452784506,0.3159806295399516,0.3220338983050847,0.0
110,0.2925531914893617,0.9467312348668281,0.30871670702179177,0.6380145278450363,0.32608695652173914,0.6754842615012107,0.8196125907990315,0.8680992736077481,0.8657289002557544,0.5108958837772397,0.30871670702179177,0.3135593220338983,0.31840193704600483,0.0
111,0.29521276595744683,0.9467312348668281,0.30871670702179177,0.6380145278450363,0.32608695652173914,0.6730629539951574,0.8184019370460048,0.8668280871670703,0.8644501278772379,0.5096852300242131,0.3075060532687651,0.3099273607748184,0.3135593220338983,0.0
112,0.2978723404255319,0.9467312348668281,0.3075060532687651,0.639225181598063,0.3248081841432225,0.6707021791767555,0.8171912832929782,0.8656174334140436,0.8631713554987213,0.5096852300242131,0.3075060532687651,0.3075060532687651,0.3075060532687651,0.0
