k,fraction_removed,R0,R_degree,D_degree,Q_degree,R_random_p05,R_random_median,R_random_p95,Q_random_median,G,R_tie_p05,R_tie_median,R_tie_p95,random_fraction_at_least_as_disruptive
113,0.300531914893617,0.9467312348668281,0.3075060532687651,0.639225181598063,0.3248081841432225,0.6707021791767555,0.8159806295399515,0.8656174334140436,0.8618925831202046,0.5084745762711864,0.30145278450363194,0.3062953995157385,0.3075060532687651,0.0
114,0.30319148936170215,0.9467312348668281,0.30387409200968524,0.6428571428571428,0.32097186700767266,0.6706416464891041,0.8147699757869249,0.864406779661017,0.860613810741688,0.5108958837772397,0.2990314769975787,0.30387409200968524,0.3075060532687651,0.0
115,0.3058510638297872,0.9467312348668281,0.30387409200968524,0.6428571428571428,0.32097186700767266,0.6694915254237288,0.8135593220338984,0.8631961259079903,0.8593350383631714,0.5096852300242132,0.2965496368038741,0.3026634382566586,0.3062953995157385,0.0
116,0.30851063829787234,0.9467312348668281,0.3026634382566586,0.6440677966101696,0.319693094629156,0.6694309927360774,0.8111380145278451,0.860774818401937,0.8567774936061381,0.5084745762711864,0.29418886198547217,0.30024213075060535,0.3050847457627119,0.0
117,0.31117021276595747,0.9467312348668281,0.2990314769975787,0.6476997578692494,0.31585677749360613,0.6670702179176755,0.8099273607748184,0.860774818401937,0.8554987212276215,0.5108958837772397,0.29055690072639223,0.29782082324455206,0.30387409200968524,0.0
118,0.31382978723404253,0.9467312348668281,0.2966101694915254,0.6501210653753027,0.3132992327365729,0.6658595641646489,0.8075060532687651,0.860774818401937,0.8529411764705882,0.5108958837772397,0.288135593220339,0.2966101694915254,0.3026634382566586,0.0
119,0.31648936170212766,0.9467312348668281,0.29539951573849876,0.6513317191283293,0.31202046035805625,0.664588377723971,0.8062953995157385,0.8572033898305084,0.8516624040920716,0.5108958837772397,0.28565375302663437,0.29418886198547217,0.3003026634382566,0.0
120,0.3191489361702128,0.9467312348668281,0.29418886198547217,0.652542372881356,0.31074168797953966,0.6610169491525424,0.8038740920096852,0.8559322033898306,0.8491048593350383,0.509685230024213,0.28323244552058113,0.2917675544794189,0.2990314769975787,0.0
121,0.32180851063829785,0.9467312348668281,0.2917675544794189,0.6549636803874093,0.30818414322250637,0.6610169491525424,0.801452784503632,0.8559322033898306,0.8465473145780051,0.5096852300242132,0.28087167070217917,0.29055690072639223,0.29782082324455206,0.0
122,0.324468085106383,0.9467312348668281,0.2917675544794189,0.6549636803874093,0.30818414322250637,0.6597457627118644,0.8002421307506054,0.8559322033898306,0.8452685421994885,0.5084745762711864,0.2783898305084746,0.288135593220339,0.29539951573849876,0.0
123,0.3271276595744681,0.9467312348668281,0.29055690072639223,0.6561743341404358,0.3069053708439897,0.6573244552058111,0.7990314769975787,0.8535714285714285,0.8439897698209718,0.5084745762711864,0.2736077481840194,0.2857142857142857,0.29418886198547217,0.0
124,0.32978723404255317,0.9467312348668281,0.28692493946731235,0.6598062953995157,0.3030690537084399,0.6572033898305084,0.7960048426150121,0.8523002421307506,0.8407928388746804,0.5090799031476998,0.26997578692493945,0.28329297820823246,0.2929782082324455,0.0
125,0.3324468085106383,0.9467312348668281,0.28692493946731235,0.6598062953995157,0.3030690537084399,0.6524818401937046,0.7953995157384988,0.851089588377724,0.840153452685422,0.5084745762711864,0.2675544794188862,0.28087167070217917,0.29055690072639223,0.0
126,0.3351063829787234,0.9467312348668281,0.2845036319612591,0.6622276029055689,0.30051150895140666,0.6512106537530267,0.7929782082324455,0.8498789346246973,0.8375959079283887,0.5084745762711864,0.2650726392251816,0.2784503631961259,0.28934624697336564,0.0
127,0.3377659574468085,0.9467312348668281,0.2784503631961259,0.6682808716707022,0.29411764705882354,0.6452179176755447,0.789951573849879,0.848728813559322,0.8343989769820973,0.5115012106537531,0.2602905569007264,0.27602905569007263,0.28692493946731235,0.0
128,0.3404255319148936,0.9467312348668281,0.27602905569007263,0.6707021791767555,0.2915601023017903,0.6440072639225182,0.788135593220339,0.848728813559322,0.8324808184143223,0.5121065375302664,0.25786924939467315,0.2736077481840194,0.2857142857142857,0.0
129,0.34308510638297873,0.9467312348668281,0.27239709443099275,0.6743341404358354,0.2877237851662404,0.6415859564164649,0.7851089588377724,0.8475181598062953,0.8292838874680307,0.5127118644067796,0.25544794188861986,0.2711864406779661,0.28329297820823246,0.0
130,0.34574468085106386,0.9467312348668281,0.26634382566585957,0.6803874092009685,0.2813299232736573,0.640314769975787,0.7820823244552058,0.8463075060532687,0.826086956521739,0.5157384987893462,0.25302663438256656,0.26997578692493945,0.28087167070217917,0.0
131,0.3484042553191489,0.9467312348668281,0.2566585956416465,0.6900726392251816,0.2710997442455243,0.6368038740920097,0.7808716707021792,0.8462469733656174,0.8248081841432225,0.5242130750605327,0.2506053268765133,0.26634382566585957,0.2784503631961259,0.0
132,0.35106382978723405,0.9467312348668281,0.2566585956416465,0.6900726392251816,0.2710997442455243,0.636682808716707,0.7796610169491526,0.8450968523002421,0.823529411764706,0.5230024213075061,0.2469733656174334,0.2639225181598063,0.27602905569007263,0.0
133,0.3537234042553192,0.9467312348668281,0.2542372881355932,0.6924939467312349,0.26854219948849106,0.6306900726392252,0.7760290556900726,0.8438861985472155,0.819693094629156,0.5217917675544794,0.24455205811138014,0.2608958837772397,0.2736077481840194,0.0
134,0.35638297872340424,0.9467312348668281,0.2542372881355932,0.6924939467312349,0.26854219948849106,0.6306295399515739,0.7736077481840193,0.8438256658595642,0.8171355498721228,0.5193704600484261,0.24213075060532688,0.25907990314769974,0.2711864406779661,0.0
135,0.35904255319148937,0.9467312348668281,0.25302663438256656,0.6937046004842615,0.2672634271099744,0.6306295399515739,0.7723970944309927,0.8426150121065376,0.8158567774936061,0.5193704600484261,0.2397094430992736,0.25544794188861986,0.2687651331719128,0.0
136,0.3617021276595745,0.9467312348668281,0.25302663438256656,0.6937046004842615,0.2672634271099744,0.6294794188861985,0.7717917675544794,0.8414043583535109,0.8152173913043478,0.5187651331719129,0.23486682808716708,0.25302663438256656,0.26634382566585957,0.0
137,0.36436170212765956,0.9467312348668281,0.25181598062953997,0.6949152542372881,0.2659846547314578,0.6271186440677966,0.7687651331719129,0.8390435835351089,0.8120204603580563,0.5169491525423728,0.23123486682808717,0.2506053268765133,0.2639225181598063,0.0
138,0.3670212765957447,0.9467312348668281,0.24939467312348668,0.6973365617433414,0.26342710997442453,0.6270581113801452,0.7669491525423728,0.837772397094431,0.8101023017902813,0.5175544794188862,0.2288135593220339,0.2469733656174334,0.2627118644067797,0.0
139,0.3696808510638298,0.9467312348668281,0.24213075060532688,0.7046004842615012,0.2557544757033248,0.62590799031477,0.7663438256658596,0.8365617433414043,0.809462915601023,0.5242130750605327,0.22639225181598063,0.24334140435835352,0.25907990314769974,0.0
140,0.3723404255319149,0.9467312348668281,0.24213075060532688,0.7046004842615012,0.2557544757033248,0.6234261501210654,0.7639225181598063,0.8353510895883777,0.8069053708439897,0.5217917675544794,0.22397094430992737,0.24092009685230023,0.2566585956416465,0.0
141,0.375,0.9467312348668281,0.24092009685230023,0.7058111380145279,0.2544757033248082,0.6198547215496368,0.7608958837772397,0.8353510895883777,0.8037084398976982,0.5199757869249395,0.2215496368038741,0.23728813559322035,0.25302663438256656,0.0
142,0.3776595744680851,0.9467312348668281,0.24092009685230023,0.7058111380145279,0.2544757033248082,0.6185230024213075,0.7596852300242132,0.8329903147699758,0.8024296675191817,0.518765133171913,0.21912832929782083,0.23365617433414043,0.2506053268765133,0.0
143,0.3803191489361702,0.9467312348668281,0.24092009685230023,0.7058111380145279,0.2544757033248082,0.6161016949152542,0.7584745762711864,0.8317796610169491,0.801150895140665,0.5175544794188862,0.21670702179176757,0.23123486682808717,0.24824455205811133,0.0
144,0.3829787234042553,0.9467312348668281,0.2397094430992736,0.7070217917675545,0.2531969309462916,0.6149515738498789,0.7566585956416465,0.8305084745762712,0.7992327365728901,0.5169491525423728,0.21307506053268765,0.22760290556900725,0.2457627118644068,0.0
145,0.38563829787234044,0.9467312348668281,0.2360774818401937,0.7106537530266344,0.24936061381074168,0.6101694915254238,0.7548426150121066,0.8292978208232445,0.7973145780051152,0.5187651331719129,0.2106537530266344,0.22397094430992737,0.24213075060532688,0.0
146,0.3882978723404255,0.9467312348668281,0.2324455205811138,0.7142857142857143,0.24552429667519182,0.6101089588377724,0.7518159806295399,0.8281476997578692,0.7941176470588235,0.5193704600484261,0.20823244552058112,0.2215496368038741,0.23849878934624696,0.0
147,0.39095744680851063,0.9467312348668281,0.22639225181598063,0.7203389830508474,0.2391304347826087,0.6099878934624697,0.7512106537530265,0.8268765133171913,0.7934782608695651,0.5248184019370459,0.20575060532687653,0.2179176755447942,0.2360774818401937,0.0
148,0.39361702127659576,0.9467312348668281,0.21428571428571427,0.7324455205811138,0.22634271099744244,0.6039951573849879,0.7487893462469735,0.8244552058111381,0.7909207161125321,0.5345036319612592,0.20217917675544794,0.21428571428571427,0.23123486682808717,0.0
149,0.3962765957446808,0.9467312348668281,0.21307506053268765,0.7336561743341404,0.22506393861892585,0.6027845036319612,0.7469733656174334,0.8244552058111381,0.789002557544757,0.5338983050847458,0.2009685230024213,0.2106537530266344,0.22760290556900725,0.0
150,0.39893617021276595,0.9467312348668281,0.2106537530266344,0.7360774818401937,0.22250639386189258,0.5992736077481841,0.7415254237288136,0.8232445520581114,0.7832480818414322,0.5308716707021792,0.19854721549636803,0.20702179176755447,0.22397094430992737,0.0
151,0.4015957446808511,0.9467312348668281,0.20823244552058112,0.7384987893462469,0.21994884910485935,0.598002421307506,0.7403147699757868,0.8220338983050848,0.7819693094629155,0.5320823244552058,0.19854721549636803,0.2033898305084746,0.21912832929782083,0.0
152,0.40425531914893614,0.9467312348668281,0.20702179176755447,0.7397094430992737,0.2186700767263427,0.598002421307506,0.738498789346247,0.8208232445520581,0.7800511508951408,0.5314769975786926,0.19612590799031476,0.2009685230024213,0.21428571428571427,0.0
153,0.40691489361702127,0.9467312348668281,0.19612590799031476,0.7506053268765134,0.20716112531969308,0.5956416464891041,0.7378934624697338,0.8196125907990315,0.7794117647058825,0.5417675544794189,0.19612590799031476,0.19854721549636803,0.20702179176755447,0.0
154,0.4095744680851064,0.9467312348668281,0.19612590799031476,0.7506053268765134,0.20716112531969308,0.5920096852300242,0.7360774818401937,0.8196125907990315,0.7774936061381075,0.539951573849879,0.19612590799031476,0.19612590799031476,0.19612590799031476,0.0
155,0.4122340425531915,0.9467312348668281,0.19491525423728814,0.7518159806295399,0.2058823529411765,0.589588377723971,0.7348668280871671,0.8172518159806295,0.7762148337595908,0.5399515738498789,0.1900726392251816,0.19491525423728814,0.19612590799031476,0.0
156,0.4148936170212766,0.9467312348668281,0.19491525423728814,0.7518159806295399,0.2058823529411765,0.5883777239709443,0.7312348668280871,0.8172518159806295,0.7723785166240409,0.536319612590799,0.1864406779661017,0.1937046004842615,0.19612590799031476,0.0
157,0.4175531914893617,0.9467312348668281,0.19491525423728814,0.7518159806295399,0.2058823529411765,0.5871065375302663,0.7306295399515739,0.8148305084745762,0.7717391304347826,0.5357142857142857,0.18401937046004843,0.19249394673123488,0.19612590799031476,0.0
158,0.42021276595744683,0.9467312348668281,0.1937046004842615,0.7530266343825666,0.20460358056265984,0.585956416464891,0.7300242130750605,0.8147699757869249,0.7710997442455243,0.536319612590799,0.18153753026634384,0.19128329297820823,0.19491525423728814,0.0
159,0.4228723404255319,0.9467312348668281,0.19249394673123488,0.7542372881355932,0.20332480818414322,0.5835351089588378,0.7282082324455206,0.8123486682808717,0.7691815856777493,0.5357142857142857,0.1791767554479419,0.18886198547215496,0.1937046004842615,0.0
160,0.425531914893617,0.9467312348668281,0.19128329297820823,0.7554479418886199,0.2020460358056266,0.5822639225181597,0.725181598062954,0.8111985472154963,0.7659846547314578,0.5338983050847458,0.17675544794188863,0.1864406779661017,0.19249394673123488,0.0
161,0.42819148936170215,0.9467312348668281,0.18523002421307505,0.7615012106537531,0.19565217391304346,0.5822639225181597,0.725181598062954,0.8099878934624697,0.7659846547314578,0.539951573849879,0.17433414043583534,0.18523002421307505,0.19249394673123488,0.0
162,0.4308510638297872,0.9467312348668281,0.18523002421307505,0.7615012106537531,0.19565217391304346,0.5811138014527845,0.7215496368038741,0.8099273607748184,0.7621483375959079,0.536319612590799,0.17191283292978207,0.18401937046004843,0.1900726392251816,0.0
163,0.43351063829787234,0.9467312348668281,0.18401937046004843,0.7627118644067796,0.19437340153452687,0.5797215496368038,0.7209443099273607,0.8075060532687651,0.7615089514066495,0.5369249394673122,0.17070217917675545,0.18159806295399517,0.18892251815980624,0.0
164,0.43617021276595747,0.9467312348668281,0.18280871670702178,0.7639225181598063,0.19309462915601022,0.5785108958837772,0.7185230024213075,0.8052058111380144,0.7589514066496164,0.5357142857142857,0.1682808716707022,0.18038740920096852,0.18765133171912832,0.0
165,0.43882978723404253,0.9467312348668281,0.18038740920096852,0.7663438256658596,0.19053708439897699,0.5750605326876513,0.715496368038741,0.8050847457627118,0.7557544757033249,0.5351089588377724,0.1670096852300242,0.17796610169491525,0.1864406779661017,0.0
166,0.44148936170212766,0.9467312348668281,0.17796610169491525,0.7687651331719129,0.18797953964194372,0.5737893462469733,0.7106537530266344,0.8026634382566586,0.7506393861892583,0.5326876513317191,0.16464891041162227,0.17675544794188863,0.1864406779661017,0.0
167,0.4441489361702128,0.9467312348668281,0.17433414043583534,0.7723970944309928,0.18414322250639384,0.5690072639225182,0.7076271186440678,0.8003026634382566,0.7474424552429667,0.5332929782082325,0.16101694915254236,0.17433414043583534,0.18523002421307505,0.0
168,0.44680851063829785,0.9467312348668281,0.17191283292978207,0.774818401937046,0.1815856777493606,0.5689467312348668,0.7039951573849879,0.7990314769975787,0.7436061381074168,0.5320823244552058,0.15980629539951574,0.17312348668280872,0.18280871670702178,0.0
169,0.449468085106383,0.9467312348668281,0.17191283292978207,0.774818401937046,0.1815856777493606,0.5653147699757869,0.700363196125908,0.7978208232445521,0.739769820971867,0.5284503631961259,0.1585956416464891,0.17191283292978207,0.18159806295399517,0.0
170,0.4521276595744681,0.9467312348668281,0.1694915254237288,0.7772397094430993,0.17902813299232737,0.564043583535109,0.6979418886198547,0.7966707021791767,0.7372122762148338,0.5284503631961259,0.15617433414043583,0.1694915254237288,0.18038740920096852,0.0
171,0.45478723404255317,0.9467312348668281,0.15980629539951574,0.7869249394673123,0.16879795396419436,0.5605326876513317,0.6973365617433414,0.7953995157384988,0.7365728900255754,0.5375302663438256,0.1549636803874092,0.1682808716707022,0.1791767554479419,0.0
172,0.4574468085106383,0.9467312348668281,0.1585956416464891,0.788135593220339,0.16751918158567775,0.5592009685230024,0.6967312348668281,0.7941888619854721,0.7359335038363172,0.538135593220339,0.15254237288135594,0.16585956416464892,0.17796610169491525,0.0
173,0.4601063829787234,0.9467312348668281,0.1585956416464891,0.788135593220339,0.16751918158567775,0.5556900726392252,0.6961259079903148,0.7930387409200967,0.7352941176470589,0.5375302663438257,0.1513317191283293,0.16464891041162227,0.17554479418886199,0.0
174,0.4627659574468085,0.9467312348668281,0.15617433414043583,0.7905569007263923,0.16496163682864448,0.5532082324455205,0.6937046004842615,0.7917675544794189,0.7327365728900256,0.5375302663438257,0.14891041162227603,0.162227602905569,0.17433414043583534,0.0
175,0.4654255319148936,0.9467312348668281,0.1549636803874092,0.7917675544794189,0.1636828644501279,0.5495762711864406,0.6924939467312349,0.7917675544794189,0.731457800511509,0.5375302663438257,0.14763922518159805,0.16101694915254236,0.17312348668280872,0.0
176,0.46808510638297873,0.9467312348668281,0.1549636803874092,0.7917675544794189,0.1636828644501279,0.5494552058111379,0.6894673123486683,0.7894067796610169,0.7282608695652174,0.534503631961259,0.14527845036319612,0.15980629539951574,0.17191283292978207,0.0
177,0.47074468085106386,0.9467312348668281,0.1549636803874092,0.7917675544794189,0.1636828644501279,0.5447941888619855,0.687046004842615,0.7893462469733656,0.7257033248081841,0.5320823244552058,0.14164648910411623,0.1585956416464891,0.17070217917675545,0.0
178,0.4734042553191489,0.9467312348668281,0.15254237288135594,0.7941888619854721,0.16112531969309463,0.5435835351089588,0.6864406779661016,0.7869249394673123,0.7250639386189258,0.5338983050847457,0.13801452784503632,0.15617433414043583,0.1682808716707022,0.0
179,0.47606382978723405,0.9467312348668281,0.14891041162227603,0.7978208232445521,0.15728900255754474,0.5423123486682808,0.6846246973365617,0.7869249394673123,0.7231457800511509,0.5357142857142857,0.13553268765133172,0.1549636803874092,0.16707021791767554,0.0
180,0.4787234042553192,0.9467312348668281,0.14769975786924938,0.7990314769975787,0.15601023017902813,0.5386198547215496,0.6828087167070218,0.7869249394673123,0.7212276214833759,0.5351089588377724,0.13317191283292978,0.15254237288135594,0.16585956416464892,0.0
181,0.48138297872340424,0.9467312348668281,0.13801452784503632,0.8087167070217918,0.14578005115089515,0.5338983050847458,0.6791767554479419,0.7846246973365616,0.717391304347826,0.5411622276029056,0.12953995157384987,0.1513317191283293,0.16464891041162227,0.0
182,0.48404255319148937,0.9467312348668281,0.13317191283292978,0.8135593220338984,0.14066496163682865,0.5325665859564165,0.6779661016949152,0.782142857142857,0.7161125319693095,0.5447941888619854,0.12953995157384987,0.14891041162227603,0.16343825665859565,0.0
183,0.4867021276595745,0.9467312348668281,0.13196125907990314,0.8147699757869249,0.139386189258312,0.5289951573849878,0.6749394673123487,0.7809322033898305,0.7129156010230179,0.5429782082324455,0.12705811138014528,0.14648910411622276,0.16101694915254236,0.0
184,0.48936170212765956,0.9467312348668281,0.1234866828087167,0.8232445520581114,0.13043478260869565,0.5277845036319612,0.6743341404358354,0.7808716707021792,0.7122762148337597,0.5508474576271187,0.1234866828087167,0.14527845036319612,0.15980629539951574,0.0
185,0.4920212765957447,0.9467312348668281,0.1234866828087167,0.8232445520581114,0.13043478260869565,0.525363196125908,0.6707021791767555,0.7797215496368038,0.7084398976982097,0.5472154963680388,0.12106537530266344,0.14285714285714285,0.1585956416464891,0.0
186,0.4946808510638298,0.9467312348668281,0.1234866828087167,0.8232445520581114,0.13043478260869565,0.521731234866828,0.6694915254237288,0.7796610169491526,0.7071611253196931,0.5460048426150121,0.11743341404358354,0.14043583535108958,0.1562348668280871,0.0
187,0.4973404255319149,0.9467312348668281,0.10653753026634383,0.8401937046004843,0.11253196930946292,0.5193099273607747,0.6670702179176755,0.7772397094430993,0.7046035805626598,0.5605326876513317,0.11501210653753027,0.13801452784503632,0.1549636803874092,0.0
188,0.5,0.9467312348668281,0.1016949152542373,0.8450363196125907,0.10741687979539642,0.5132566585956416,0.6640435835351091,0.7748789346246973,0.7014066496163684,0.5623486682808718,0.11131961259079903,0.1368038740920097,0.15254237288135594,0.0
189,0.5026595744680851,0.9467312348668281,0.1016949152542373,0.8450363196125907,0.10741687979539642,0.5108958837772397,0.6616222760290558,0.7723970944309927,0.6988491048593352,0.5599273607748185,0.11016949152542373,0.1343825665859564,0.1513317191283293,0.0
190,0.5053191489361702,0.9467312348668281,0.1016949152542373,0.8450363196125907,0.10741687979539642,0.508414043583535,0.6592009685230025,0.7723970944309927,0.6962915601023019,0.5575060532687652,0.1089588377723971,0.13196125907990314,0.15012106537530268,0.0
191,0.5079787234042553,0.9467312348668281,0.1016949152542373,0.8450363196125907,0.10741687979539642,0.5047820823244552,0.6573849878934624,0.7723970944309927,0.6943734015345269,0.5556900726392251,0.10653753026634383,0.12953995157384987,0.14776029055690065,0.0
192,0.5106382978723404,0.9467312348668281,0.1016949152542373,0.8450363196125907,0.10741687979539642,0.5024213075060533,0.6537530266343826,0.7711864406779662,0.690537084398977,0.5520581113801453,0.10411622276029056,0.1271186440677966,0.14654963680387403,0.0
193,0.5132978723404256,0.9467312348668281,0.09200968523002422,0.8547215496368039,0.09718670076726343,0.5011501210653753,0.6531476997578693,0.7700363196125908,0.6898976982097188,0.5611380145278452,0.10290556900726393,0.12469733656174334,0.14412832929782077,0.0
194,0.5159574468085106,0.9467312348668281,0.09079903147699758,0.8559322033898304,0.0959079283887468,0.49987893462469735,0.650726392251816,0.7687651331719129,0.6873401534526855,0.5599273607748185,0.09927360774818401,0.1234866828087167,0.14164648910411623,0.0
195,0.5186170212765957,0.9467312348668281,0.09079903147699758,0.8559322033898304,0.0959079283887468,0.4963680387409201,0.6464891041162227,0.7664043583535108,0.6828644501278772,0.5556900726392251,0.09806295399515738,0.12106537530266344,0.13922518159806296,0.0
196,0.5212765957446809,0.9467312348668281,0.08837772397094432,0.8583535108958837,0.09335038363171357,0.4939467312348668,0.6428571428571429,0.7651937046004842,0.6790281329923274,0.5544794188861986,0.09685230024213075,0.11864406779661017,0.13801452784503632,0.0
197,0.523936170212766,0.9467312348668281,0.0847457627118644,0.8619854721549637,0.08951406649616368,0.4902542372881356,0.6398305084745763,0.7639225181598063,0.6758312020460359,0.5550847457627119,0.09443099273607748,0.1162227602905569,0.13559322033898305,0.0
198,0.526595744680851,0.9467312348668281,0.0847457627118644,0.8619854721549637,0.08951406649616368,0.4866222760290557,0.6349878934624698,0.7627723970944309,0.6707161125319693,0.5502421307506054,0.09200968523002422,0.11380145278450363,0.13196125907990314,0.0
199,0.5292553191489362,0.9467312348668281,0.0847457627118644,0.8619854721549637,0.08951406649616368,0.48535108958837775,0.6283292978208233,0.7615617433414043,0.6636828644501279,0.5435835351089588,0.09079903147699758,0.11138014527845036,0.13075060532687652,0.0
200,0.5319148936170213,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.4817191283292978,0.6253026634382566,0.7603510895883777,0.6604859335038362,0.5453995157384988,0.08958837772397095,0.1089588377723971,0.12832929782082325,0.0
201,0.5345744680851063,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.4793583535108959,0.6228813559322034,0.7590799031476998,0.657928388746803,0.5429782082324455,0.08837772397094432,0.10653753026634383,0.12590799031476999,0.0
202,0.5372340425531915,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.47814769975786925,0.6210653753026635,0.7579297820823244,0.6560102301790282,0.5411622276029056,0.08595641646489104,0.10411622276029056,0.12233656174334134,0.0
203,0.5398936170212766,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.4769370460048426,0.6180387409200969,0.7542978208232445,0.6528132992327367,0.5381355932203391,0.08226392251815981,0.1016949152542373,0.12106537530266344,0.0
204,0.5425531914893617,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.4768765133171913,0.6162227602905569,0.7518159806295399,0.6508951406649617,0.536319612590799,0.0811138014527845,0.09927360774818401,0.11864406779661017,0.0
205,0.5452127659574468,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.4733050847457627,0.6138014527845036,0.7518159806295399,0.6483375959079284,0.5338983050847457,0.07990314769975787,0.09685230024213075,0.1162227602905569,0.0
206,0.5478723404255319,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.47209443099273607,0.610774818401937,0.7493946731234867,0.6451406649616368,0.5308716707021792,0.0774818401937046,0.09443099273607748,0.11380145278450363,0.0
207,0.550531914893617,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.46973365617433416,0.6083535108958837,0.7482445520581114,0.6425831202046035,0.5284503631961259,0.07627118644067797,0.09200968523002422,0.11138014527845036,0.0
208,0.5531914893617021,0.9467312348668281,0.07990314769975787,0.8668280871670702,0.08439897698209718,0.46731234866828086,0.6065375302663438,0.7469733656174334,0.6406649616368286,0.526634382566586,0.07506053268765134,0.08898305084745764,0.10780871670702173,0.0
209,0.5558510638297872,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.4661016949152542,0.6041162227602905,0.7457627118644068,0.6381074168797953,0.5266343825665859,0.07384987893462469,0.08716707021791767,0.1053268765133172,0.0
210,0.5585106382978723,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.4648305084745763,0.6023002421307506,0.7457627118644068,0.6361892583120204,0.524818401937046,0.07263922518159806,0.0847457627118644,0.10411622276029056,0.0
211,0.5611702127659575,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.462409200968523,0.5980629539951574,0.7421307506053268,0.6317135549872123,0.5205811138014528,0.07257869249394673,0.08353510895883777,0.09933414043583529,0.0
212,0.5638297872340425,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.45998789346246977,0.5956416464891041,0.7409200968523002,0.629156010230179,0.5181598062953995,0.07021791767554479,0.0811138014527845,0.09685230024213075,0.0
213,0.5664893617021277,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.45756658595641647,0.5938256658595642,0.7397699757869248,0.6272378516624041,0.5163438256658596,0.07021791767554479,0.07869249394673124,0.09328087167070212,0.0
214,0.5691489361702128,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.4563559322033898,0.5901937046004843,0.7397094430992736,0.6234015345268542,0.5127118644067796,0.06779661016949153,0.07627118644067797,0.08964891041162222,0.0
215,0.5718085106382979,0.9467312348668281,0.0774818401937046,0.8692493946731235,0.08184143222506395,0.4515738498789346,0.5889830508474576,0.7372881355932204,0.6221227621483376,0.511501210653753,0.06779661016949153,0.07506053268765134,0.08716707021791767,0.0
216,0.574468085106383,0.9467312348668281,0.07506053268765134,0.8716707021791767,0.0792838874680307,0.4515133171912833,0.5871670702179177,0.7348668280871671,0.6202046035805627,0.5121065375302664,0.06779661016949153,0.07263922518159806,0.08353510895883777,0.0
217,0.5771276595744681,0.9467312348668281,0.07506053268765134,0.8716707021791767,0.0792838874680307,0.45030266343825665,0.5871670702179177,0.7348668280871671,0.6202046035805627,0.5121065375302664,0.06779661016949153,0.07021791767554479,0.07990314769975787,0.0
218,0.5797872340425532,0.9467312348668281,0.06779661016949153,0.8789346246973365,0.07161125319693094,0.44794188861985473,0.5835351089588378,0.7312953995157384,0.6163682864450127,0.5157384987893462,0.06779661016949153,0.06779661016949153,0.07627118644067797,0.0
219,0.5824468085106383,0.9467312348668281,0.06779661016949153,0.8789346246973365,0.07161125319693094,0.44661016949152543,0.5799031476997578,0.7312348668280871,0.6125319693094629,0.5121065375302662,0.06779661016949153,0.06779661016949153,0.06779661016949153,0.0
220,0.5851063829787234,0.9467312348668281,0.06779661016949153,0.8789346246973365,0.07161125319693094,0.44424939467312347,0.576271186440678,0.7312348668280871,0.6086956521739131,0.5084745762711864,0.05811138014527845,0.06779661016949153,0.06779661016949153,0.0
221,0.5877659574468085,0.9467312348668281,0.06658595641646489,0.8801452784503632,0.07033248081841433,0.4418280871670702,0.572639225181598,0.7288740920096851,0.6048593350383632,0.5060532687651331,0.05690072639225181,0.06658595641646489,0.06779661016949153,0.0
222,0.5904255319148937,0.9467312348668281,0.06658595641646489,0.8801452784503632,0.07033248081841433,0.4406174334140436,0.5702179176755449,0.7253026634382566,0.60230179028133,0.5036319612590799,0.053268765133171914,0.06658595641646489,0.06779661016949153,0.0
223,0.5930851063829787,0.9467312348668281,0.06295399515738499,0.8837772397094431,0.06649616368286446,0.4369854721549637,0.5677966101694916,0.7240314769975786,0.5997442455242967,0.5048426150121066,0.04600484261501211,0.06537530266343826,0.06779661016949153,0.0
224,0.5957446808510638,0.9467312348668281,0.06295399515738499,0.8837772397094431,0.06649616368286446,0.43099273607748184,0.5641646489104116,0.72046004842615,0.5959079283887468,0.5012106537530266,0.0423728813559322,0.06416464891041163,0.06779661016949153,0.0
225,0.598404255319149,0.9467312348668281,0.06295399515738499,0.8837772397094431,0.06649616368286446,0.42857142857142855,0.5623486682808716,0.719188861985472,0.5939897698209718,0.4993946731234866,0.04116222760290557,0.06416464891041163,0.06779661016949153,0.0
