hour_index,time,requested_fraction_of_recent_resources,k,older_candidates,recent_resources,recent_labels,R6_0,Q6_recent_degree,Q6_older_degree,Q6_uniform_median,Q6_uniform_p05,Q6_uniform_p95,Q6_older_ties_p05,Q6_older_ties_median,Q6_older_ties_p95,Q6_recent_ties_p05,Q6_recent_ties_p95,recent_resources_selected_by_older_degree,recent_resource_coverage_older_degree,recent_resource_coverage_recent_degree,recent_resource_coverage_uniform_median,recent_resource_coverage_older_ties_p05,recent_resource_coverage_older_ties_p95,fraction_older_degree_actions_outside_recent
98,2026-06-20 02:00:00+00:00,0.1,2,44,18,45,0.8222222222222222,0.43243243243243246,0.43243243243243246,1.0,0.8918918918918919,1.0,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.43243243243243246,2,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0
98,2026-06-20 02:00:00+00:00,0.25,5,44,18,45,0.8222222222222222,0.08108108108108109,0.16216216216216217,0.9459459459459459,0.6486486486486487,1.0,0.08108108108108109,0.08108108108108109,0.16216216216216217,0.08108108108108109,0.08108108108108109,4,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.2777777777777778,0.19999999999999996
98,2026-06-20 02:00:00+00:00,0.5,9,44,18,45,0.8222222222222222,0.05405405405405406,0.08108108108108109,0.8918918918918919,0.5675675675675675,1.0,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.05405405405405406,0.08108108108108109,5,0.2777777777777778,0.5,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.4444444444444444
98,2026-06-20 02:00:00+00:00,1.0,18,44,18,45,0.8222222222222222,0.02702702702702703,0.08108108108108109,0.7027027027027027,0.1891891891891892,0.918918918918919,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.02702702702702703,0.02702702702702703,7,0.3888888888888889,1.0,0.3888888888888889,0.3888888888888889,0.5555555555555556,0.6111111111111112
99,2026-06-20 03:00:00+00:00,0.1,3,50,25,69,0.8840579710144928,0.5245901639344263,0.5245901639344263,0.9672131147540983,0.819672131147541,1.0,0.5245901639344263,0.5245901639344263,0.5245901639344263,0.5245901639344263,0.5245901639344263,3,0.12,0.12,0.04,0.12,0.12,0.0
99,2026-06-20 03:00:00+00:00,0.25,7,50,25,69,0.8840579710144928,0.21311475409836064,0.21311475409836064,0.9180327868852459,0.7040983606557377,0.9836065573770492,0.21311475409836064,0.21311475409836064,0.21311475409836064,0.21311475409836064,0.21311475409836064,7,0.28,0.28,0.12,0.28,0.28,0.0
99,2026-06-20 03:00:00+00:00,0.5,13,50,25,69,0.8840579710144928,0.06557377049180328,0.06557377049180328,0.8032786885245902,0.5409836065573771,0.9344262295081968,0.06557377049180328,0.06557377049180328,0.06557377049180328,0.03278688524590164,0.06557377049180328,10,0.4,0.52,0.24,0.4,0.44,0.23076923076923073
99,2026-06-20 03:00:00+00:00,1.0,25,50,25,69,0.8840579710144928,0.01639344262295082,0.06557377049180328,0.5901639344262295,0.26229508196721313,0.8032786885245902,0.03278688524590164,0.04918032786885246,0.06557377049180328,0.01639344262295082,0.01639344262295082,13,0.52,1.0,0.52,0.52,0.68,0.48
100,2026-06-20 04:00:00+00:00,0.1,4,49,31,82,0.8902439024390244,0.6301369863013698,0.6301369863013698,0.9452054794520548,0.8493150684931506,1.0,0.6301369863013698,0.6301369863013698,0.6301369863013698,0.6301369863013698,0.6301369863013698,4,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.0
100,2026-06-20 04:00:00+00:00,0.25,8,49,31,82,0.8902439024390244,0.3698630136986301,0.3698630136986301,0.8904109589041096,0.7671232876712328,0.9595890410958898,0.3698630136986301,0.3698630136986301,0.3698630136986301,0.3698630136986301,0.3698630136986301,8,0.25806451612903225,0.25806451612903225,0.16129032258064516,0.25806451612903225,0.25806451612903225,0.0
100,2026-06-20 04:00:00+00:00,0.5,16,49,31,82,0.8902439024390244,0.0547945205479452,0.0684931506849315,0.7534246575342466,0.547945205479452,0.8904109589041096,0.0547945205479452,0.0684931506849315,0.0684931506849315,0.0547945205479452,0.0547945205479452,13,0.41935483870967744,0.5161290322580645,0.3225806451612903,0.3870967741935484,0.4838709677419355,0.1875
100,2026-06-20 04:00:00+00:00,1.0,31,49,31,82,0.8902439024390244,0.0136986301369863,0.0547945205479452,0.4520547945205479,0.1232876712328767,0.6856164383561638,0.0273972602739726,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0136986301369863,17,0.5483870967741935,1.0,0.6451612903225806,0.6129032258064516,0.7419354838709677,0.4516129032258065
101,2026-06-20 05:00:00+00:00,0.1,4,50,33,87,0.8735632183908046,0.7105263157894737,0.7105263157894737,0.9605263157894737,0.868421052631579,1.0,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,4,0.12121212121212122,0.12121212121212122,0.09090909090909091,0.12121212121212122,0.12121212121212122,0.0
101,2026-06-20 05:00:00+00:00,0.25,9,50,33,87,0.8735632183908046,0.32894736842105265,0.32894736842105265,0.868421052631579,0.7631578947368421,0.9605263157894737,0.2894736842105263,0.3223684210526316,0.3684210526315789,0.2894736842105263,0.3684210526315789,9,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0
101,2026-06-20 05:00:00+00:00,0.5,17,50,33,87,0.8735632183908046,0.05263157894736842,0.06578947368421052,0.75,0.5789473684210527,0.868421052631579,0.05263157894736842,0.06578947368421052,0.06578947368421052,0.05263157894736842,0.05263157894736842,14,0.42424242424242425,0.5151515151515151,0.3333333333333333,0.42424242424242425,0.48484848484848486,0.17647058823529416
101,2026-06-20 05:00:00+00:00,1.0,33,50,33,87,0.8735632183908046,0.013157894736842105,0.05263157894736842,0.4342105263157895,0.130921052631579,0.631578947368421,0.02631578947368421,0.039473684210526314,0.05263157894736842,0.013157894736842105,0.013157894736842105,20,0.6060606060606061,1.0,0.6666666666666666,0.6363636363636364,0.7575757575757576,0.3939393939393939
102,2026-06-20 06:00:00+00:00,0.1,4,54,37,99,0.9191919191919192,0.7362637362637363,0.7362637362637363,0.9560439560439561,0.8791208791208791,1.0,0.7362637362637363,0.7362637362637363,0.7362637362637363,0.7362637362637363,0.7362637362637363,4,0.10810810810810811,0.10810810810810811,0.08108108108108109,0.10810810810810811,0.10810810810810811,0.0
102,2026-06-20 06:00:00+00:00,0.25,10,54,37,99,0.9191919191919192,0.4065934065934066,0.4065934065934066,0.8681318681318682,0.7582417582417582,0.945054945054945,0.37362637362637363,0.4065934065934066,0.42857142857142855,0.37362637362637363,0.42857142857142855,10,0.2702702702702703,0.2702702702702703,0.1891891891891892,0.2702702702702703,0.2702702702702703,0.0
102,2026-06-20 06:00:00+00:00,0.5,19,54,37,99,0.9191919191919192,0.07692307692307693,0.07692307692307693,0.7362637362637363,0.6043956043956044,0.8571428571428571,0.054945054945054944,0.07692307692307693,0.07692307692307693,0.04395604395604396,0.07692307692307693,17,0.4594594594594595,0.5135135135135135,0.35135135135135137,0.4594594594594595,0.5135135135135135,0.10526315789473684
102,2026-06-20 06:00:00+00:00,1.0,37,54,37,99,0.9191919191919192,0.01098901098901099,0.04395604395604396,0.4175824175824176,0.15384615384615385,0.5934065934065934,0.02197802197802198,0.03296703296703297,0.04395604395604396,0.01098901098901099,0.01098901098901099,25,0.6756756756756757,1.0,0.6756756756756757,0.7027027027027027,0.8108108108108109,0.32432432432432434
103,2026-06-20 07:00:00+00:00,0.1,5,62,42,104,0.875,0.7252747252747253,0.7252747252747253,0.945054945054945,0.8895604395604396,1.0,0.7252747252747253,0.7252747252747253,0.7582417582417582,0.7252747252747253,0.7582417582417582,5,0.11904761904761904,0.11904761904761904,0.09523809523809523,0.11904761904761904,0.11904761904761904,0.0
103,2026-06-20 07:00:00+00:00,0.25,11,62,42,104,0.875,0.46153846153846156,0.4835164835164835,0.8901098901098901,0.7912087912087912,0.967032967032967,0.46153846153846156,0.4835164835164835,0.4945054945054945,0.46153846153846156,0.4945054945054945,11,0.2619047619047619,0.2619047619047619,0.19047619047619047,0.2619047619047619,0.2619047619047619,0.0
103,2026-06-20 07:00:00+00:00,0.5,21,62,42,104,0.875,0.0989010989010989,0.0989010989010989,0.7692307692307693,0.6373626373626373,0.8681318681318682,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.054945054945054944,0.0989010989010989,21,0.5,0.5,0.3333333333333333,0.5,0.5,0.0
103,2026-06-20 07:00:00+00:00,1.0,42,62,42,104,0.875,0.01098901098901099,0.02197802197802198,0.45054945054945056,0.24175824175824176,0.6263736263736264,0.02197802197802198,0.02197802197802198,0.03296703296703297,0.01098901098901099,0.01098901098901099,30,0.7142857142857143,1.0,0.6666666666666666,0.736904761904762,0.8333333333333334,0.2857142857142857
104,2026-06-20 08:00:00+00:00,0.1,4,62,34,87,0.8505747126436781,0.6216216216216216,0.7297297297297297,0.9594594594594594,0.8783783783783784,1.0,0.7297297297297297,0.7297297297297297,0.7297297297297297,0.6216216216216216,0.6216216216216216,4,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0
104,2026-06-20 08:00:00+00:00,0.25,9,62,34,87,0.8505747126436781,0.24324324324324326,0.4189189189189189,0.9054054054054054,0.7837837837837838,0.972972972972973,0.24324324324324326,0.28378378378378377,0.4189189189189189,0.24324324324324326,0.28378378378378377,9,0.2647058823529412,0.2647058823529412,0.14705882352941177,0.2647058823529412,0.2647058823529412,0.0
104,2026-06-20 08:00:00+00:00,0.5,17,62,34,87,0.8505747126436781,0.0945945945945946,0.13513513513513514,0.7972972972972973,0.6351351351351351,0.9054054054054054,0.06756756756756757,0.13513513513513514,0.20270270270270271,0.05405405405405406,0.0945945945945946,16,0.47058823529411764,0.5,0.2647058823529412,0.47058823529411764,0.47058823529411764,0.05882352941176472
104,2026-06-20 08:00:00+00:00,1.0,34,62,34,87,0.8505747126436781,0.013513513513513514,0.04054054054054054,0.527027027027027,0.24324324324324326,0.7162162162162162,0.02702702702702703,0.04054054054054054,0.04054054054054054,0.013513513513513514,0.013513513513513514,26,0.7647058823529411,1.0,0.5588235294117647,0.7647058823529411,0.8235294117647058,0.23529411764705888
105,2026-06-20 09:00:00+00:00,0.1,3,62,27,66,0.8636363636363636,0.5964912280701754,0.9122807017543859,0.9824561403508771,0.8596491228070176,1.0,0.9122807017543859,0.9122807017543859,0.9122807017543859,0.5964912280701754,0.5964912280701754,2,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.33333333333333337
105,2026-06-20 09:00:00+00:00,0.25,7,62,27,66,0.8636363636363636,0.2982456140350877,0.543859649122807,0.9298245614035088,0.7894736842105263,0.9824561403508771,0.543859649122807,0.5614035087719298,0.5964912280701754,0.2982456140350877,0.3508771929824561,6,0.2222222222222222,0.25925925925925924,0.1111111111111111,0.18518518518518517,0.2222222222222222,0.1428571428571429
105,2026-06-20 09:00:00+00:00,0.5,14,62,27,66,0.8636363636363636,0.15789473684210525,0.2982456140350877,0.8245614035087719,0.6140350877192983,0.9473684210526315,0.2982456140350877,0.2982456140350877,0.2982456140350877,0.10526315789473684,0.15789473684210525,9,0.3333333333333333,0.5185185185185185,0.2222222222222222,0.3333333333333333,0.37037037037037035,0.3571428571428571
105,2026-06-20 09:00:00+00:00,1.0,27,62,27,66,0.8636363636363636,0.017543859649122806,0.10526315789473684,0.6140350877192983,0.3508771929824561,0.7903508771929817,0.05263157894736842,0.08771929824561403,0.14035087719298245,0.017543859649122806,0.017543859649122806,17,0.6296296296296297,1.0,0.4444444444444444,0.6296296296296297,0.7037037037037037,0.37037037037037035
106,2026-06-20 10:00:00+00:00,0.1,3,69,25,61,0.8852459016393442,0.6111111111111112,1.0,0.9814814814814815,0.7592592592592593,1.0,1.0,1.0,1.0,0.6111111111111112,0.6111111111111112,0,0.0,0.12,0.04,0.0,0.0,1.0
106,2026-06-20 10:00:00+00:00,0.25,7,69,25,61,0.8852459016393442,0.2222222222222222,0.5740740740740741,0.9259259259259259,0.7027777777777778,1.0,0.3888888888888889,0.6481481481481481,0.6481481481481481,0.16666666666666666,0.2222222222222222,4,0.16,0.28,0.08,0.12,0.16,0.4285714285714286
106,2026-06-20 10:00:00+00:00,0.5,13,69,25,61,0.8852459016393442,0.09259259259259259,0.3148148148148148,0.8518518518518519,0.6101851851851853,0.9629629629629629,0.3148148148148148,0.3148148148148148,0.3148148148148148,0.09259259259259259,0.09259259259259259,6,0.24,0.52,0.2,0.24,0.28,0.5384615384615384
106,2026-06-20 10:00:00+00:00,1.0,25,69,25,61,0.8852459016393442,0.018518518518518517,0.09259259259259259,0.6666666666666666,0.350925925925926,0.8333333333333334,0.09259259259259259,0.09259259259259259,0.09259259259259259,0.018518518518518517,0.018518518518518517,12,0.48,1.0,0.36,0.48,0.52,0.52
107,2026-06-20 11:00:00+00:00,0.1,4,73,31,69,0.8985507246376812,0.5967741935483871,0.9838709677419355,0.967741935483871,0.8225806451612904,1.0,0.9838709677419355,0.9838709677419355,0.9838709677419355,0.5967741935483871,0.5967741935483871,1,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.75
107,2026-06-20 11:00:00+00:00,0.25,8,73,31,69,0.8985507246376812,0.16129032258064516,0.4838709677419355,0.9193548387096774,0.7580645161290323,0.9838709677419355,0.45161290322580644,0.6290322580645161,0.6290322580645161,0.14516129032258066,0.3225806451612903,5,0.16129032258064516,0.25806451612903225,0.0967741935483871,0.12903225806451613,0.16129032258064516,0.375
107,2026-06-20 11:00:00+00:00,0.5,16,73,31,69,0.8985507246376812,0.06451612903225806,0.24193548387096775,0.8225806451612904,0.6290322580645161,0.9354838709677419,0.14516129032258066,0.16129032258064516,0.24193548387096775,0.06451612903225806,0.08064516129032258,8,0.25806451612903225,0.5161290322580645,0.22580645161290322,0.25806451612903225,0.2903225806451613,0.5
107,2026-06-20 11:00:00+00:00,1.0,31,73,31,69,0.8985507246376812,0.016129032258064516,0.0967741935483871,0.6129032258064516,0.3387096774193548,0.8064516129032258,0.06451612903225806,0.08064516129032258,0.0967741935483871,0.016129032258064516,0.016129032258064516,15,0.4838709677419355,1.0,0.41935483870967744,0.45161290322580644,0.5483870967741935,0.5161290322580645
108,2026-06-20 12:00:00+00:00,0.1,4,75,31,60,0.8166666666666667,0.6530612244897959,0.9795918367346939,0.9795918367346939,0.8367346938775511,1.0,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.6530612244897959,0.6530612244897959,1,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.75
108,2026-06-20 12:00:00+00:00,0.25,8,75,31,60,0.8166666666666667,0.32653061224489793,0.6122448979591837,0.9183673469387755,0.7346938775510204,1.0,0.4897959183673469,0.6122448979591837,0.6122448979591837,0.32653061224489793,0.32653061224489793,3,0.0967741935483871,0.25806451612903225,0.0967741935483871,0.0967741935483871,0.12903225806451613,0.625
108,2026-06-20 12:00:00+00:00,0.5,16,75,31,60,0.8166666666666667,0.08163265306122448,0.4489795918367347,0.8163265306122449,0.5510204081632653,0.9387755102040817,0.3877551020408163,0.42857142857142855,0.4489795918367347,0.08163265306122448,0.08163265306122448,6,0.1935483870967742,0.5161290322580645,0.22580645161290322,0.1935483870967742,0.22580645161290322,0.625
108,2026-06-20 12:00:00+00:00,1.0,31,75,31,60,0.8166666666666667,0.02040816326530612,0.32653061224489793,0.5306122448979592,0.2653061224489796,0.7755102040816326,0.1836734693877551,0.2653061224489796,0.32653061224489793,0.02040816326530612,0.02040816326530612,12,0.3870967741935484,1.0,0.41935483870967744,0.3870967741935484,0.45161290322580644,0.6129032258064516
109,2026-06-20 13:00:00+00:00,0.1,3,69,21,44,0.5454545454545454,0.875,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,0,0.0,0.14285714285714285,0.047619047619047616,0.0,0.0,1.0
109,2026-06-20 13:00:00+00:00,0.25,6,69,21,44,0.5454545454545454,0.6666666666666666,1.0,0.9375,0.75,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1,0.047619047619047616,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.8333333333333334
109,2026-06-20 13:00:00+00:00,0.5,11,69,21,44,0.5454545454545454,0.25,1.0,0.8333333333333334,0.625,1.0,1.0,1.0,1.0,0.16666666666666666,0.4166666666666667,2,0.09523809523809523,0.5238095238095238,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.8181818181818181
109,2026-06-20 13:00:00+00:00,1.0,21,69,21,44,0.5454545454545454,0.041666666666666664,0.9166666666666666,0.7083333333333334,0.5,0.8770833333333314,0.6666666666666666,0.7916666666666666,0.9166666666666666,0.041666666666666664,0.041666666666666664,4,0.19047619047619047,1.0,0.2857142857142857,0.14285714285714285,0.23809523809523808,0.8095238095238095
110,2026-06-20 14:00:00+00:00,0.1,3,70,23,46,0.8913043478260869,0.6585365853658537,1.0,0.975609756097561,0.8292682926829268,1.0,1.0,1.0,1.0,0.6585365853658537,0.6585365853658537,0,0.0,0.13043478260869565,0.043478260869565216,0.0,0.0,1.0
110,2026-06-20 14:00:00+00:00,0.25,6,70,23,46,0.8913043478260869,0.5365853658536586,0.975609756097561,0.926829268292683,0.7560975609756098,1.0,0.975609756097561,0.975609756097561,0.975609756097561,0.43902439024390244,0.5365853658536586,1,0.043478260869565216,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.8333333333333334
110,2026-06-20 14:00:00+00:00,0.5,12,70,23,46,0.8913043478260869,0.0975609756097561,0.6585365853658537,0.8536585365853658,0.5609756097560976,0.975609756097561,0.6585365853658537,0.6585365853658537,0.6585365853658537,0.0975609756097561,0.1951219512195122,2,0.08695652173913043,0.5217391304347826,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.8333333333333334
110,2026-06-20 14:00:00+00:00,1.0,23,70,23,46,0.8913043478260869,0.024390243902439025,0.43902439024390244,0.6585365853658537,0.3170731707317073,0.8548780487804867,0.43902439024390244,0.5121951219512195,0.5121951219512195,0.024390243902439025,0.024390243902439025,6,0.2608695652173913,1.0,0.34782608695652173,0.21739130434782608,0.2608695652173913,0.7391304347826086
111,2026-06-20 15:00:00+00:00,0.1,3,72,23,41,0.8292682926829268,0.6176470588235294,1.0,0.9705882352941176,0.6764705882352942,1.0,1.0,1.0,1.0,0.5588235294117647,0.6176470588235294,0,0.0,0.13043478260869565,0.043478260869565216,0.0,0.0,1.0
111,2026-06-20 15:00:00+00:00,0.25,6,72,23,41,0.8292682926829268,0.47058823529411764,0.9705882352941176,0.9411764705882353,0.5588235294117647,1.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.3235294117647059,0.5,1,0.043478260869565216,0.2608695652173913,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.8333333333333334
111,2026-06-20 15:00:00+00:00,0.5,12,72,23,41,0.8292682926829268,0.14705882352941177,0.6470588235294118,0.8529411764705882,0.47058823529411764,0.9705882352941176,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.11617647058823538,0.14705882352941177,2,0.08695652173913043,0.5217391304347826,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.8333333333333334
111,2026-06-20 15:00:00+00:00,1.0,23,72,23,41,0.8292682926829268,0.029411764705882353,0.47058823529411764,0.5294117647058824,0.3235294117647059,0.8823529411764706,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.029411764705882353,0.029411764705882353,5,0.21739130434782608,1.0,0.30434782608695654,0.21739130434782608,0.21739130434782608,0.782608695652174
112,2026-06-20 16:00:00+00:00,0.1,2,72,18,31,0.6451612903225806,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0,0.0,0.1111111111111111,0.0,0.0,0.0,1.0
112,2026-06-20 16:00:00+00:00,0.25,5,72,18,31,0.6451612903225806,0.5,0.95,0.95,0.65,1.0,0.95,0.95,0.95,0.35,0.6,1,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.8
112,2026-06-20 16:00:00+00:00,0.5,9,72,18,31,0.6451612903225806,0.35,0.75,0.9,0.55,1.0,0.75,0.75,0.75,0.15,0.35,2,0.1111111111111111,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777778
112,2026-06-20 16:00:00+00:00,1.0,18,72,18,31,0.6451612903225806,0.05,0.65,0.7,0.35,0.95,0.5,0.5,0.65,0.05,0.05,4,0.2222222222222222,1.0,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.7777777777777778
113,2026-06-20 17:00:00+00:00,0.1,2,73,12,20,0.45,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
113,2026-06-20 17:00:00+00:00,0.25,3,73,12,20,0.45,0.7777777777777778,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,0,0.0,0.25,0.0,0.0,0.0,1.0
113,2026-06-20 17:00:00+00:00,0.5,6,73,12,20,0.45,0.6666666666666666,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0,0.0,0.5,0.08333333333333333,0.0,0.0,1.0
113,2026-06-20 17:00:00+00:00,1.0,12,73,12,20,0.45,0.1111111111111111,1.0,0.8888888888888888,0.5555555555555556,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,1,0.08333333333333333,1.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.9166666666666666
114,2026-06-20 18:00:00+00:00,0.1,1,75,10,23,0.30434782608695654,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0,0.0,0.1,0.0,0.0,0.0,1.0
114,2026-06-20 18:00:00+00:00,0.25,3,75,10,23,0.30434782608695654,0.42857142857142855,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0,0.0,0.3,0.0,0.0,0.0,1.0
114,2026-06-20 18:00:00+00:00,0.5,5,75,10,23,0.30434782608695654,0.42857142857142855,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0,0.0,0.5,0.1,0.0,0.0,1.0
114,2026-06-20 18:00:00+00:00,1.0,10,75,10,23,0.30434782608695654,0.14285714285714285,0.5714285714285714,1.0,0.7142857142857143,1.0,0.5714285714285714,1.0,1.0,0.14285714285714285,0.14285714285714285,2,0.2,1.0,0.1,0.1,0.2,0.8
115,2026-06-20 19:00:00+00:00,0.1,1,75,8,19,0.3684210526315789,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0,0.0,0.125,0.0,0.0,0.0,1.0
115,2026-06-20 19:00:00+00:00,0.25,2,75,8,19,0.3684210526315789,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0,0.0,0.25,0.0,0.0,0.0,1.0
115,2026-06-20 19:00:00+00:00,0.5,4,75,8,19,0.3684210526315789,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0,0.0,0.5,0.0,0.0,0.0,1.0
115,2026-06-20 19:00:00+00:00,1.0,8,75,8,19,0.3684210526315789,0.14285714285714285,0.42857142857142855,1.0,0.5714285714285714,1.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,2,0.25,1.0,0.125,0.25,0.25,0.75
116,2026-06-20 20:00:00+00:00,0.1,1,73,6,18,0.3888888888888889,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
116,2026-06-20 20:00:00+00:00,0.25,2,73,6,18,0.3888888888888889,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
116,2026-06-20 20:00:00+00:00,0.5,3,73,6,18,0.3888888888888889,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0,0.0,0.5,0.0,0.0,0.0,1.0
116,2026-06-20 20:00:00+00:00,1.0,6,73,6,18,0.3888888888888889,0.14285714285714285,1.0,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0,0.0,1.0,0.0,0.0,0.0,1.0
117,2026-06-20 21:00:00+00:00,0.1,1,73,5,15,0.4,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0,0.0,0.2,0.0,0.0,0.0,1.0
117,2026-06-20 21:00:00+00:00,0.25,2,73,5,15,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.4,0.0,0.0,0.0,1.0
117,2026-06-20 21:00:00+00:00,0.5,3,73,5,15,0.4,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.0,0.6,0.0,0.0,0.0,1.0
117,2026-06-20 21:00:00+00:00,1.0,5,73,5,15,0.4,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0,0.0,1.0,0.0,0.0,0.0,1.0
118,2026-06-20 22:00:00+00:00,0.1,1,76,8,22,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.125,0.0,0.0,0.0,1.0
118,2026-06-20 22:00:00+00:00,0.25,2,76,8,22,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.25,0.0,0.0,0.0,1.0
118,2026-06-20 22:00:00+00:00,0.5,4,76,8,22,0.2727272727272727,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.5,0.0,0.0,0.0,1.0
118,2026-06-20 22:00:00+00:00,1.0,8,76,8,22,0.2727272727272727,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,2,0.25,1.0,0.125,0.25,0.25,0.75
119,2026-06-20 23:00:00+00:00,0.1,1,76,8,21,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.125,0.0,0.0,0.0,1.0
119,2026-06-20 23:00:00+00:00,0.25,2,76,8,21,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.25,0.0,0.0,0.0,1.0
119,2026-06-20 23:00:00+00:00,0.5,4,76,8,21,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0,0.0,0.5,0.0,0.0,0.0,1.0
119,2026-06-20 23:00:00+00:00,1.0,8,76,8,21,0.2857142857142857,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,2,0.25,1.0,0.125,0.25,0.25,0.75
120,2026-06-21 00:00:00+00:00,0.1,1,76,6,16,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0
120,2026-06-21 00:00:00+00:00,0.25,2,76,6,16,0.375,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
